AC ID,Owner,Module,Unique ID,Valid owner,Given,When,Then,Nonempty result,Known references,No duplicate,No cyclic replacement,No deprecated,Known permission/error/UX,Definite wording,Single Then block,Single behavior,Result,Evidence
AC-1912,DATA-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-012; automated deterministic structural gate
AC-2053,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-127; automated deterministic structural gate
AC-2054,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-128; automated deterministic structural gate
AC-2055,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-129; automated deterministic structural gate
AC-2056,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-130; automated deterministic structural gate
AC-2057,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-131; automated deterministic structural gate
AC-2058,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-132; automated deterministic structural gate
AC-2059,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-133; automated deterministic structural gate
AC-2060,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-134; automated deterministic structural gate
AC-2061,PERM-012,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-258; automated deterministic structural gate
AC-2062,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-136; automated deterministic structural gate
AC-2063,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-137; automated deterministic structural gate
AC-2064,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-138; automated deterministic structural gate
AC-2065,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-139; automated deterministic structural gate
AC-2066,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-140; automated deterministic structural gate
AC-2067,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-141; automated deterministic structural gate
AC-2068,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-142; automated deterministic structural gate
AC-2069,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-143; automated deterministic structural gate
AC-2070,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-144; automated deterministic structural gate
AC-2071,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-145; automated deterministic structural gate
AC-2072,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-146; automated deterministic structural gate
AC-2073,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-147; automated deterministic structural gate
AC-2074,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-148; automated deterministic structural gate
AC-2075,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-149; automated deterministic structural gate
AC-2076,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-150; automated deterministic structural gate
AC-2077,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-151; automated deterministic structural gate
AC-2078,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-152; automated deterministic structural gate
AC-2079,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-153; automated deterministic structural gate
AC-2080,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-154; automated deterministic structural gate
AC-2081,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-155; automated deterministic structural gate
AC-2082,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-156; automated deterministic structural gate
AC-2083,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-157; automated deterministic structural gate
AC-2084,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-158; automated deterministic structural gate
AC-2085,PERM-013,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-259; automated deterministic structural gate
AC-2086,PERM-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-160; automated deterministic structural gate
AC-2087,PERM-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-260; automated deterministic structural gate
AC-2088,PERM-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-275; automated deterministic structural gate
AC-2089,PERM-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-276; automated deterministic structural gate
AC-2090,PERM-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-277; automated deterministic structural gate
AC-2091,PERM-014,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-278; automated deterministic structural gate
AC-2092,PERM-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-162; automated deterministic structural gate
AC-2093,PERM-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-163; automated deterministic structural gate
AC-2094,PERM-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-164; automated deterministic structural gate
AC-2095,PERM-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-165; automated deterministic structural gate
AC-2096,PERM-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-261; automated deterministic structural gate
AC-2097,PERM-015,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-279; automated deterministic structural gate
AC-2098,PERM-016,MOD-016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-167; automated deterministic structural gate
AC-2099,PERM-016,MOD-016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-262; automated deterministic structural gate
AC-2100,PERM-017,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-169; automated deterministic structural gate
AC-2101,PERM-017,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-170; automated deterministic structural gate
AC-2102,PERM-017,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-263; automated deterministic structural gate
AC-2103,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-172; automated deterministic structural gate
AC-2104,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-173; automated deterministic structural gate
AC-2105,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-174; automated deterministic structural gate
AC-2106,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-175; automated deterministic structural gate
AC-2107,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-176; automated deterministic structural gate
AC-2108,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-264; automated deterministic structural gate
AC-2109,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-270; automated deterministic structural gate
AC-2110,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-271; automated deterministic structural gate
AC-2111,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-272; automated deterministic structural gate
AC-2112,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-273; automated deterministic structural gate
AC-2113,PERM-018,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-274; automated deterministic structural gate
AC-2114,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-178; automated deterministic structural gate
AC-2115,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-179; automated deterministic structural gate
AC-2116,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-180; automated deterministic structural gate
AC-2117,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-181; automated deterministic structural gate
AC-2118,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-182; automated deterministic structural gate
AC-2119,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-183; automated deterministic structural gate
AC-2120,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-184; automated deterministic structural gate
AC-2121,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-185; automated deterministic structural gate
AC-2122,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-186; automated deterministic structural gate
AC-2123,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-187; automated deterministic structural gate
AC-2124,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-188; automated deterministic structural gate
AC-2125,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-189; automated deterministic structural gate
AC-2126,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-190; automated deterministic structural gate
AC-2127,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-191; automated deterministic structural gate
AC-2128,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-192; automated deterministic structural gate
AC-2129,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-193; automated deterministic structural gate
AC-2130,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-194; automated deterministic structural gate
AC-2131,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-195; automated deterministic structural gate
AC-2132,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-196; automated deterministic structural gate
AC-2133,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-197; automated deterministic structural gate
AC-2134,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-198; automated deterministic structural gate
AC-2135,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-199; automated deterministic structural gate
AC-2136,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-200; automated deterministic structural gate
AC-2137,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-201; automated deterministic structural gate
AC-2138,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-202; automated deterministic structural gate
AC-2139,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-203; automated deterministic structural gate
AC-2140,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-204; automated deterministic structural gate
AC-2141,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-205; automated deterministic structural gate
AC-2142,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-206; automated deterministic structural gate
AC-2143,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-207; automated deterministic structural gate
AC-2144,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-208; automated deterministic structural gate
AC-2145,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-209; automated deterministic structural gate
AC-2146,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-210; automated deterministic structural gate
AC-2147,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-211; automated deterministic structural gate
AC-2148,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-212; automated deterministic structural gate
AC-2149,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-213; automated deterministic structural gate
AC-2150,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-214; automated deterministic structural gate
AC-2151,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-215; automated deterministic structural gate
AC-2152,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-216; automated deterministic structural gate
AC-2153,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-217; automated deterministic structural gate
AC-2154,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-218; automated deterministic structural gate
AC-2155,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-219; automated deterministic structural gate
AC-2156,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-220; automated deterministic structural gate
AC-2157,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-221; automated deterministic structural gate
AC-2158,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-222; automated deterministic structural gate
AC-2159,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-223; automated deterministic structural gate
AC-2160,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-224; automated deterministic structural gate
AC-2161,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-225; automated deterministic structural gate
AC-2162,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-226; automated deterministic structural gate
AC-2163,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-227; automated deterministic structural gate
AC-2164,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-228; automated deterministic structural gate
AC-2165,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-229; automated deterministic structural gate
AC-2166,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-230; automated deterministic structural gate
AC-2167,PERM-019,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-265; automated deterministic structural gate
AC-2168,PERM-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-232; automated deterministic structural gate
AC-2169,PERM-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-233; automated deterministic structural gate
AC-2170,PERM-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-234; automated deterministic structural gate
AC-2171,PERM-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-266; automated deterministic structural gate
AC-2172,PERM-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-267; automated deterministic structural gate
AC-2173,PERM-020,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-268; automated deterministic structural gate
AC-2174,PERM-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-236; automated deterministic structural gate
AC-2175,PERM-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-237; automated deterministic structural gate
AC-2176,PERM-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-238; automated deterministic structural gate
AC-2177,PERM-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-239; automated deterministic structural gate
AC-2178,PERM-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-240; automated deterministic structural gate
AC-2179,PERM-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-241; automated deterministic structural gate
AC-2180,PERM-021,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-269; automated deterministic structural gate
AC-2181,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-002; automated deterministic structural gate
AC-2182,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-003; automated deterministic structural gate
AC-2183,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-004; automated deterministic structural gate
AC-2184,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-005; automated deterministic structural gate
AC-2185,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-006; automated deterministic structural gate
AC-2186,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-007; automated deterministic structural gate
AC-2187,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-008; automated deterministic structural gate
AC-2188,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-009; automated deterministic structural gate
AC-2189,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-010; automated deterministic structural gate
AC-2190,ERR-001,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-242; automated deterministic structural gate
AC-2191,ERR-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-012; automated deterministic structural gate
AC-2192,ERR-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-013; automated deterministic structural gate
AC-2193,ERR-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-014; automated deterministic structural gate
AC-2194,ERR-002,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,refs=FR-015; automated deterministic structural gate
