AC ID,Categories,Module,One scenario,One expected result,Correct owner,Unambiguous test,No hidden tests,No FR/BR conflict,No duplicate,No MVP expansion,Known entities,Result,Evidence
AC-1917,stratified 10% remainder,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-243;DATA-002; scenario=Contract projection for FR-243
AC-2054,permissions/partial access; security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-128;PERM-012; scenario=Permission denial for FR-128
AC-2055,permissions/partial access; security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-129;PERM-012; scenario=Permission denial for FR-129
AC-2056,permissions/partial access; security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-130;PERM-012; scenario=Permission denial for FR-130
AC-2057,permissions/partial access; security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-131;PERM-012; scenario=Permission denial for FR-131
AC-2058,permissions/partial access; security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-132;PERM-012; scenario=Permission denial for FR-132
AC-2059,permissions/partial access; security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-133;PERM-012; scenario=Permission denial for FR-133
AC-2060,permissions/partial access; security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-134;PERM-012; scenario=Permission denial for FR-134
AC-2061,permissions/partial access; security audit,MOD-012,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-258;PERM-012; scenario=Permission denial for FR-258
AC-2062,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-136;PERM-013; scenario=Permission denial for FR-136
AC-2063,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-137;PERM-013; scenario=Permission denial for FR-137
AC-2064,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-138;PERM-013; scenario=Permission denial for FR-138
AC-2065,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-139;PERM-013; scenario=Permission denial for FR-139
AC-2066,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-140;PERM-013; scenario=Permission denial for FR-140
AC-2067,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-141;PERM-013; scenario=Permission denial for FR-141
AC-2068,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-142;PERM-013; scenario=Permission denial for FR-142
AC-2069,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-143;PERM-013; scenario=Permission denial for FR-143
AC-2070,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-144;PERM-013; scenario=Permission denial for FR-144
AC-2071,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-145;PERM-013; scenario=Permission denial for FR-145
AC-2072,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-146;PERM-013; scenario=Permission denial for FR-146
AC-2073,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-147;PERM-013; scenario=Permission denial for FR-147
AC-2074,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-148;PERM-013; scenario=Permission denial for FR-148
AC-2075,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-149;PERM-013; scenario=Permission denial for FR-149
AC-2076,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-150;PERM-013; scenario=Permission denial for FR-150
AC-2077,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-151;PERM-013; scenario=Permission denial for FR-151
AC-2078,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-152;PERM-013; scenario=Permission denial for FR-152
AC-2079,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-153;PERM-013; scenario=Permission denial for FR-153
AC-2080,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-154;PERM-013; scenario=Permission denial for FR-154
AC-2081,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-155;PERM-013; scenario=Permission denial for FR-155
AC-2082,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-156;PERM-013; scenario=Permission denial for FR-156
AC-2083,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-157;PERM-013; scenario=Permission denial for FR-157
AC-2084,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-158;PERM-013; scenario=Permission denial for FR-158
AC-2085,permissions/partial access; security audit,MOD-013,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-259;PERM-013; scenario=Permission denial for FR-259
AC-2086,OQ-003/MOD-014; permissions/partial access; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-160;PERM-014; scenario=Permission denial for FR-160
AC-2087,OQ-003/MOD-014; permissions/partial access; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-260;PERM-014; scenario=Permission denial for FR-260
AC-2088,OQ-003/MOD-014; permissions/partial access; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-275;PERM-014; scenario=Permission denial for FR-275
AC-2089,OQ-003/MOD-014; permissions/partial access; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-276;PERM-014; scenario=Permission denial for FR-276
AC-2090,OQ-003/MOD-014; permissions/partial access; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-277;PERM-014; scenario=Permission denial for FR-277
AC-2091,OQ-003/MOD-014; permissions/partial access; security audit,MOD-014,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-278;PERM-014; scenario=Permission denial for FR-278
AC-2092,permissions/partial access; security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-162;PERM-015; scenario=Permission denial for FR-162
AC-2093,permissions/partial access; security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-163;PERM-015; scenario=Permission denial for FR-163
AC-2094,permissions/partial access; security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-164;PERM-015; scenario=Permission denial for FR-164
AC-2095,permissions/partial access; security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-165;PERM-015; scenario=Permission denial for FR-165
AC-2096,permissions/partial access; security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-261;PERM-015; scenario=Permission denial for FR-261
AC-2097,permissions/partial access; security audit,MOD-015,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-279;PERM-015; scenario=Permission denial for FR-279
AC-2098,permissions/partial access; security audit,MOD-016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-167;PERM-016; scenario=Permission denial for FR-167
AC-2099,permissions/partial access; security audit,MOD-016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-262;PERM-016; scenario=Permission denial for FR-262
AC-2100,permissions/partial access; security audit,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-169;PERM-017; scenario=Permission denial for FR-169
AC-2101,permissions/partial access; security audit,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-170;PERM-017; scenario=Permission denial for FR-170
AC-2102,permissions/partial access; security audit,MOD-017,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-263;PERM-017; scenario=Permission denial for FR-263
AC-2103,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-172;PERM-018; scenario=Permission denial for FR-172
AC-2104,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-173;PERM-018; scenario=Permission denial for FR-173
AC-2105,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-174;PERM-018; scenario=Permission denial for FR-174
AC-2106,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-175;PERM-018; scenario=Permission denial for FR-175
AC-2107,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-176;PERM-018; scenario=Permission denial for FR-176
AC-2108,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-264;PERM-018; scenario=Permission denial for FR-264
AC-2109,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-270;PERM-018; scenario=Permission denial for FR-270
AC-2110,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-271;PERM-018; scenario=Permission denial for FR-271
AC-2111,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-272;PERM-018; scenario=Permission denial for FR-272
AC-2112,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-273;PERM-018; scenario=Permission denial for FR-273
AC-2113,permissions/partial access; security audit,MOD-018,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-274;PERM-018; scenario=Permission denial for FR-274
AC-2114,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-178;PERM-019; scenario=Permission denial for FR-178
AC-2115,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-179;PERM-019; scenario=Permission denial for FR-179
AC-2116,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-180;PERM-019; scenario=Permission denial for FR-180
AC-2117,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-181;PERM-019; scenario=Permission denial for FR-181
AC-2118,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-182;PERM-019; scenario=Permission denial for FR-182
AC-2119,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-183;PERM-019; scenario=Permission denial for FR-183
AC-2120,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-184;PERM-019; scenario=Permission denial for FR-184
AC-2121,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-185;PERM-019; scenario=Permission denial for FR-185
AC-2122,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-186;PERM-019; scenario=Permission denial for FR-186
AC-2123,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-187;PERM-019; scenario=Permission denial for FR-187
AC-2124,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-188;PERM-019; scenario=Permission denial for FR-188
AC-2125,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-189;PERM-019; scenario=Permission denial for FR-189
AC-2126,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-190;PERM-019; scenario=Permission denial for FR-190
AC-2127,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-191;PERM-019; scenario=Permission denial for FR-191
AC-2128,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-192;PERM-019; scenario=Permission denial for FR-192
AC-2129,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-193;PERM-019; scenario=Permission denial for FR-193
AC-2130,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-194;PERM-019; scenario=Permission denial for FR-194
AC-2131,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-195;PERM-019; scenario=Permission denial for FR-195
AC-2132,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-196;PERM-019; scenario=Permission denial for FR-196
AC-2133,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-197;PERM-019; scenario=Permission denial for FR-197
AC-2134,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-198;PERM-019; scenario=Permission denial for FR-198
AC-2135,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-199;PERM-019; scenario=Permission denial for FR-199
AC-2136,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-200;PERM-019; scenario=Permission denial for FR-200
AC-2137,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-201;PERM-019; scenario=Permission denial for FR-201
AC-2138,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-202;PERM-019; scenario=Permission denial for FR-202
AC-2139,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-203;PERM-019; scenario=Permission denial for FR-203
AC-2140,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-204;PERM-019; scenario=Permission denial for FR-204
AC-2141,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-205;PERM-019; scenario=Permission denial for FR-205
AC-2142,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-206;PERM-019; scenario=Permission denial for FR-206
AC-2143,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-207;PERM-019; scenario=Permission denial for FR-207
AC-2144,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-208;PERM-019; scenario=Permission denial for FR-208
AC-2145,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-209;PERM-019; scenario=Permission denial for FR-209
AC-2146,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-210;PERM-019; scenario=Permission denial for FR-210
AC-2147,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-211;PERM-019; scenario=Permission denial for FR-211
AC-2148,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-212;PERM-019; scenario=Permission denial for FR-212
AC-2149,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-213;PERM-019; scenario=Permission denial for FR-213
AC-2150,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-214;PERM-019; scenario=Permission denial for FR-214
AC-2151,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-215;PERM-019; scenario=Permission denial for FR-215
AC-2152,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-216;PERM-019; scenario=Permission denial for FR-216
AC-2153,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-217;PERM-019; scenario=Permission denial for FR-217
AC-2154,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-218;PERM-019; scenario=Permission denial for FR-218
AC-2155,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-219;PERM-019; scenario=Permission denial for FR-219
AC-2156,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-220;PERM-019; scenario=Permission denial for FR-220
AC-2157,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-221;PERM-019; scenario=Permission denial for FR-221
AC-2158,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-222;PERM-019; scenario=Permission denial for FR-222
AC-2159,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-223;PERM-019; scenario=Permission denial for FR-223
AC-2160,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-224;PERM-019; scenario=Permission denial for FR-224
AC-2161,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-225;PERM-019; scenario=Permission denial for FR-225
AC-2162,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-226;PERM-019; scenario=Permission denial for FR-226
AC-2163,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-227;PERM-019; scenario=Permission denial for FR-227
AC-2164,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-228;PERM-019; scenario=Permission denial for FR-228
AC-2165,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-229;PERM-019; scenario=Permission denial for FR-229
AC-2166,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-230;PERM-019; scenario=Permission denial for FR-230
AC-2167,permissions/partial access; security audit,MOD-019,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-265;PERM-019; scenario=Permission denial for FR-265
AC-2168,permissions/partial access; security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-232;PERM-020; scenario=Permission denial for FR-232
AC-2169,permissions/partial access; security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-233;PERM-020; scenario=Permission denial for FR-233
AC-2170,permissions/partial access; security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-234;PERM-020; scenario=Permission denial for FR-234
AC-2171,permissions/partial access; security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-266;PERM-020; scenario=Permission denial for FR-266
AC-2172,permissions/partial access; security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-267;PERM-020; scenario=Permission denial for FR-267
AC-2173,permissions/partial access; security audit,MOD-020,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-268;PERM-020; scenario=Permission denial for FR-268
AC-2174,permissions/partial access; security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-236;PERM-021; scenario=Permission denial for FR-236
AC-2175,permissions/partial access; security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-237;PERM-021; scenario=Permission denial for FR-237
AC-2176,permissions/partial access; security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-238;PERM-021; scenario=Permission denial for FR-238
AC-2177,permissions/partial access; security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-239;PERM-021; scenario=Permission denial for FR-239
AC-2178,permissions/partial access; security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-240;PERM-021; scenario=Permission denial for FR-240
AC-2179,permissions/partial access; security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-241;PERM-021; scenario=Permission denial for FR-241
AC-2180,permissions/partial access; security audit,MOD-021,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-269;PERM-021; scenario=Permission denial for FR-269
AC-2182,redaction/blocked users,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-003;ERR-001; scenario=Stable error handling for FR-003
AC-2188,stratified 10% remainder,MOD-001,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-009;ERR-001; scenario=Stable error handling for FR-009
AC-2193,stratified 10% remainder,MOD-002,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-014;ERR-002; scenario=Stable error handling for FR-014
AC-2201,stratified 10% remainder,MOD-004,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-020;ERR-004; scenario=Stable error handling for FR-020
AC-2210,stratified 10% remainder,MOD-005,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Full row semantic/rule review; refs=FR-029;ERR-005; scenario=Stable error handling for FR-029
