Matrix source row,Requirement,Type,Module,Requirement title,Resolution status,API operationId,API method,API path,Permission,Server handler planned,Screen Stage 3.5,FLOW Stage 3.5,Test type,Source evidence,Resolution rationale
wave-b.csv:512,AC-2294,AC,MOD-011,Stable error handling for FR-111,resolved,GET_api_v1_catalog_tree,GET,/api/v1/catalog/tree,FileCatalog.Read,Task.Application.MOD-011.GET_api_v1_catalog_treeHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Error handling,implementation_matrix.csv wave-b.csv:512 Source='OpenAPI `GET_api_v1_catalog_tree`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011'; openapi.yaml operationId GET_api_v1_catalog_tree = GET /api/v1/catalog/tree; traceability 4.5 FR-111 Permission=FileCatalog.Read,Source field of the matrix row confirms operationId GET_api_v1_catalog_tree; method and path verified in openapi.yaml; permission confirmed via traceability FR-111.
wave-b.csv:513,AC-2295,AC,MOD-011,Stable error handling for FR-112,resolved,POST_api_v1_file_locations_id_check_result,POST,/api/v1/file-locations/{id}/check-result,FileReference.Open,Task.Application.MOD-011.POST_api_v1_file_locations_id_check_resultHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Error handling,implementation_matrix.csv wave-b.csv:513 Source='OpenAPI `POST_api_v1_file_locations_id_check_result`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-011'; openapi.yaml operationId POST_api_v1_file_locations_id_check_result = POST /api/v1/file-locations/{id}/check-result; traceability 4.5 FR-112 Permission=FileReference.Open,Source field of the matrix row confirms operationId POST_api_v1_file_locations_id_check_result; method and path verified in openapi.yaml; permission confirmed via traceability FR-112.
wave-b.csv:514,AC-2296,AC,MOD-011,Stable error handling for FR-256,unresolved,,,,,,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Error handling,implementation_matrix.csv wave-b.csv:514 title='Stable error handling for FR-256'; traceability 4.5 FR-256 API cell='Desktop-only; использует существующие read/command API при необходимости'.,FR-256 is Desktop-only with no dedicated API operation; the allowed sources confirm no server operation for this AC.
wave-b.csv:515,AC-2297,AC,MOD-011,Stable error handling for FR-257,unresolved,,,,,,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Error handling,implementation_matrix.csv wave-b.csv:515 title='Stable error handling for FR-257'; traceability 4.5 FR-257 API cell='Desktop-only; использует существующие read/command API при необходимости'.,FR-257 is Desktop-only with no dedicated API operation; the allowed sources confirm no server operation for this AC.
wave-b.csv:533,AC-2797,AC,MOD-011,Audit evidence for FR-098,resolved,POST_api_v1_catalog_items,POST,/api/v1/catalog-items,FileCatalog.Create,Task.Application.MOD-011.POST_api_v1_catalog_itemsHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:533 Source='OpenAPI `POST_api_v1_catalog_items`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId POST_api_v1_catalog_items = POST /api/v1/catalog-items; traceability 4.5 FR-098 Permission=FileCatalog.Create,Source field of the matrix row confirms operationId POST_api_v1_catalog_items; method and path verified in openapi.yaml; permission confirmed via traceability FR-098.
wave-b.csv:534,AC-2798,AC,MOD-011,Audit evidence for FR-099,resolved,DELETE_api_v1_catalog_items_id,DELETE,/api/v1/catalog-items/{id},FileCatalog.Delete,Task.Application.MOD-011.DELETE_api_v1_catalog_items_idHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:534 Source='OpenAPI `DELETE_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId DELETE_api_v1_catalog_items_id = DELETE /api/v1/catalog-items/{id}; traceability 4.5 FR-099 Permission=FileCatalog.Delete,Source field of the matrix row confirms operationId DELETE_api_v1_catalog_items_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-099.
wave-b.csv:535,AC-2799,AC,MOD-011,Audit evidence for FR-100,resolved,GET_api_v1_catalog_items_id,GET,/api/v1/catalog-items/{id},FileCatalog.Read,Task.Application.MOD-011.GET_api_v1_catalog_items_idHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:535 Source='OpenAPI `GET_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId GET_api_v1_catalog_items_id = GET /api/v1/catalog-items/{id}; traceability 4.5 FR-100 Permission=FileCatalog.Read,Source field of the matrix row confirms operationId GET_api_v1_catalog_items_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-100.
wave-b.csv:536,AC-2800,AC,MOD-011,Audit evidence for FR-101,resolved,PATCH_api_v1_catalog_items_id,PATCH,/api/v1/catalog-items/{id},FileCatalog.Update,Task.Application.MOD-011.PATCH_api_v1_catalog_items_idHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:536 Source='OpenAPI `PATCH_api_v1_catalog_items_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId PATCH_api_v1_catalog_items_id = PATCH /api/v1/catalog-items/{id}; traceability 4.5 FR-101 Permission=FileCatalog.Update,Source field of the matrix row confirms operationId PATCH_api_v1_catalog_items_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-101.
wave-b.csv:537,AC-2801,AC,MOD-011,Audit evidence for FR-102,resolved,POST_api_v1_catalog_items_id_archive,POST,/api/v1/catalog-items/{id}/archive,FileCatalog.Update,Task.Application.MOD-011.POST_api_v1_catalog_items_id_archiveHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:537 Source='OpenAPI `POST_api_v1_catalog_items_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId POST_api_v1_catalog_items_id_archive = POST /api/v1/catalog-items/{id}/archive; traceability 4.5 FR-102 Permission=FileCatalog.Update,Source field of the matrix row confirms operationId POST_api_v1_catalog_items_id_archive; method and path verified in openapi.yaml; permission confirmed via traceability FR-102.
wave-b.csv:538,AC-2802,AC,MOD-011,Audit evidence for FR-103,resolved,GET_api_v1_catalog_items_id_locations,GET,/api/v1/catalog-items/{id}/locations,FileReference.Open,Task.Application.MOD-011.GET_api_v1_catalog_items_id_locationsHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:538 Source='OpenAPI `GET_api_v1_catalog_items_id_locations`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId GET_api_v1_catalog_items_id_locations = GET /api/v1/catalog-items/{id}/locations; traceability 4.5 FR-103 Permission=FileReference.Open,Source field of the matrix row confirms operationId GET_api_v1_catalog_items_id_locations; method and path verified in openapi.yaml; permission confirmed via traceability FR-103.
wave-b.csv:539,AC-2803,AC,MOD-011,Audit evidence for FR-104,resolved,POST_api_v1_catalog_items_id_locations,POST,/api/v1/catalog-items/{id}/locations,FileLocation.Update,Task.Application.MOD-011.POST_api_v1_catalog_items_id_locationsHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:539 Source='OpenAPI `POST_api_v1_catalog_items_id_locations`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId POST_api_v1_catalog_items_id_locations = POST /api/v1/catalog-items/{id}/locations; traceability 4.5 FR-104 Permission=FileLocation.Update,Source field of the matrix row confirms operationId POST_api_v1_catalog_items_id_locations; method and path verified in openapi.yaml; permission confirmed via traceability FR-104.
wave-b.csv:540,AC-2804,AC,MOD-011,Audit evidence for FR-105,resolved,DELETE_api_v1_catalog_items_id_locations_locationId,DELETE,/api/v1/catalog-items/{id}/locations/{locationId},FileLocation.Update,Task.Application.MOD-011.DELETE_api_v1_catalog_items_id_locations_locationIdHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:540 Source='OpenAPI `DELETE_api_v1_catalog_items_id_locations_locationId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId DELETE_api_v1_catalog_items_id_locations_locationId = DELETE /api/v1/catalog-items/{id}/locations/{locationId}; traceability 4.5 FR-105 Permission=FileLocation.Update,Source field of the matrix row confirms operationId DELETE_api_v1_catalog_items_id_locations_locationId; method and path verified in openapi.yaml; permission confirmed via traceability FR-105.
wave-b.csv:541,AC-2805,AC,MOD-011,Audit evidence for FR-106,resolved,PATCH_api_v1_catalog_items_id_locations_locationId,PATCH,/api/v1/catalog-items/{id}/locations/{locationId},FileLocation.Update,Task.Application.MOD-011.PATCH_api_v1_catalog_items_id_locations_locationIdHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:541 Source='OpenAPI `PATCH_api_v1_catalog_items_id_locations_locationId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId PATCH_api_v1_catalog_items_id_locations_locationId = PATCH /api/v1/catalog-items/{id}/locations/{locationId}; traceability 4.5 FR-106 Permission=FileLocation.Update,Source field of the matrix row confirms operationId PATCH_api_v1_catalog_items_id_locations_locationId; method and path verified in openapi.yaml; permission confirmed via traceability FR-106.
wave-b.csv:542,AC-2806,AC,MOD-011,Audit evidence for FR-107,resolved,POST_api_v1_catalog_items_id_move,POST,/api/v1/catalog-items/{id}/move,FileCatalog.Update,Task.Application.MOD-011.POST_api_v1_catalog_items_id_moveHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:542 Source='OpenAPI `POST_api_v1_catalog_items_id_move`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId POST_api_v1_catalog_items_id_move = POST /api/v1/catalog-items/{id}/move; traceability 4.5 FR-107 Permission=FileCatalog.Update,Source field of the matrix row confirms operationId POST_api_v1_catalog_items_id_move; method and path verified in openapi.yaml; permission confirmed via traceability FR-107.
wave-b.csv:543,AC-2807,AC,MOD-011,Audit evidence for FR-108,resolved,POST_api_v1_catalog_items_id_resolve_location,POST,/api/v1/catalog-items/{id}/resolve-location,FileReference.Open,Task.Application.MOD-011.POST_api_v1_catalog_items_id_resolve_locationHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:543 Source='OpenAPI `POST_api_v1_catalog_items_id_resolve_location`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId POST_api_v1_catalog_items_id_resolve_location = POST /api/v1/catalog-items/{id}/resolve-location; traceability 4.5 FR-108 Permission=FileReference.Open,Source field of the matrix row confirms operationId POST_api_v1_catalog_items_id_resolve_location; method and path verified in openapi.yaml; permission confirmed via traceability FR-108.
wave-b.csv:544,AC-2808,AC,MOD-011,Audit evidence for FR-109,resolved,POST_api_v1_catalog_items_id_restore,POST,/api/v1/catalog-items/{id}/restore,FileCatalog.Restore,Task.Application.MOD-011.POST_api_v1_catalog_items_id_restoreHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:544 Source='OpenAPI `POST_api_v1_catalog_items_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId POST_api_v1_catalog_items_id_restore = POST /api/v1/catalog-items/{id}/restore; traceability 4.5 FR-109 Permission=FileCatalog.Restore,Source field of the matrix row confirms operationId POST_api_v1_catalog_items_id_restore; method and path verified in openapi.yaml; permission confirmed via traceability FR-109.
wave-b.csv:545,AC-2809,AC,MOD-011,Audit evidence for FR-110,resolved,POST_api_v1_catalog_items_id_unarchive,POST,/api/v1/catalog-items/{id}/unarchive,FileCatalog.Update,Task.Application.MOD-011.POST_api_v1_catalog_items_id_unarchiveHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:545 Source='OpenAPI `POST_api_v1_catalog_items_id_unarchive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId POST_api_v1_catalog_items_id_unarchive = POST /api/v1/catalog-items/{id}/unarchive; traceability 4.5 FR-110 Permission=FileCatalog.Update,Source field of the matrix row confirms operationId POST_api_v1_catalog_items_id_unarchive; method and path verified in openapi.yaml; permission confirmed via traceability FR-110.
wave-b.csv:546,AC-2810,AC,MOD-011,Audit evidence for FR-111,resolved,GET_api_v1_catalog_tree,GET,/api/v1/catalog/tree,FileCatalog.Read,Task.Application.MOD-011.GET_api_v1_catalog_treeHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:546 Source='OpenAPI `GET_api_v1_catalog_tree`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId GET_api_v1_catalog_tree = GET /api/v1/catalog/tree; traceability 4.5 FR-111 Permission=FileCatalog.Read,Source field of the matrix row confirms operationId GET_api_v1_catalog_tree; method and path verified in openapi.yaml; permission confirmed via traceability FR-111.
wave-b.csv:547,AC-2811,AC,MOD-011,Audit evidence for FR-112,resolved,POST_api_v1_file_locations_id_check_result,POST,/api/v1/file-locations/{id}/check-result,FileReference.Open,Task.Application.MOD-011.POST_api_v1_file_locations_id_check_resultHandler,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:547 Source='OpenAPI `POST_api_v1_file_locations_id_check_result`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-011'; openapi.yaml operationId POST_api_v1_file_locations_id_check_result = POST /api/v1/file-locations/{id}/check-result; traceability 4.5 FR-112 Permission=FileReference.Open,Source field of the matrix row confirms operationId POST_api_v1_file_locations_id_check_result; method and path verified in openapi.yaml; permission confirmed via traceability FR-112.
wave-b.csv:548,AC-2812,AC,MOD-011,Audit evidence for FR-256,unresolved,,,,,,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:548 title='Audit evidence for FR-256'; traceability 4.5 FR-256 API cell='Desktop-only; использует существующие read/command API при необходимости'.,FR-256 is Desktop-only with no dedicated API operation; the allowed sources confirm no server operation for this AC.
wave-b.csv:549,AC-2813,AC,MOD-011,Audit evidence for FR-257,unresolved,,,,,,SCR-080 Каталог файлов; SCR-081 Карточка CatalogItem; SCR-082 Добавить CatalogItem; SCR-083 Управление locations; SCR-084 Выбор пути и открытие; SCR-085 Недоступный файл; SCR-086 Перепривязка location; SCR-087 Добавить альтернативный path; SCR-088 Связи CatalogItem; SCR-089 Контекстное меню каталога; SCR-090 Диагностика availability; SCR-210 Windows file/folder picker,FLOW-015 Открытие файла; FLOW-016 Недоступный файл; FLOW-017 Перепривязка файла; FLOW-036 Добавить альтернативный FileLocation,Audit/security,implementation_matrix.csv wave-b.csv:549 title='Audit evidence for FR-257'; traceability 4.5 FR-257 API cell='Desktop-only; использует существующие read/command API при необходимости'.,FR-257 is Desktop-only with no dedicated API operation; the allowed sources confirm no server operation for this AC.
wave-b.csv:694,AC-1635,AC,MOD-012,[STATE-007] Field contract: CompanyCreate.name respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_companies,POST,/api/v1/companies,Contact.Create,Task.Application.MOD-012.POST_api_v1_companiesHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:694 Source='dto_field_catalog.csv:CompanyCreate.name; openapi.yaml operation POST_api_v1_companies'; openapi.yaml operationId POST_api_v1_companies = POST /api/v1/companies; traceability 4.5 FR-114 Permission=Contact.Create,Source field of the matrix row confirms operationId POST_api_v1_companies; method and path verified in openapi.yaml; permission confirmed via traceability FR-114.
wave-b.csv:695,AC-1636,AC,MOD-012,[STATE-007] Field contract: ContactCreate.firstName respects type/required/nullable/limits/PATCH semantics,resolved,POST_api_v1_contacts,POST,/api/v1/contacts,Contact.Create,Task.Application.MOD-012.POST_api_v1_contactsHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:695 Source='dto_field_catalog.csv:ContactCreate.firstName; openapi.yaml operation POST_api_v1_contacts'; openapi.yaml operationId POST_api_v1_contacts = POST /api/v1/contacts; traceability 4.5 FR-124 Permission=Contact.Create,Source field of the matrix row confirms operationId POST_api_v1_contacts; method and path verified in openapi.yaml; permission confirmed via traceability FR-124.
wave-b.csv:696,AC-1637,AC,MOD-012,[STATE-007] Field contract: CompanyPatch.name respects type/required/nullable/limits/PATCH semantics,resolved,PATCH_api_v1_companies_id,PATCH,/api/v1/companies/{id},Contact.Update,Task.Application.MOD-012.PATCH_api_v1_companies_idHandler,SCR-110 Контакты и компании: список; SCR-111 Карточка контакта; SCR-112 Редактор контакта; SCR-113 Карточка компании; SCR-114 Редактор компании; SCR-115 Каналы связи и адреса; SCR-118 Связанные Task/Project/File; SCR-119 Контекстное меню CRM,FLOW-018 Создание контакта,Boundary/contract UI,implementation_matrix.csv wave-b.csv:696 Source='dto_field_catalog.csv:CompanyPatch.name; openapi.yaml operation PATCH_api_v1_companies_id'; openapi.yaml operationId PATCH_api_v1_companies_id = PATCH /api/v1/companies/{id}; traceability 4.5 FR-117 Permission=Contact.Update,Source field of the matrix row confirms operationId PATCH_api_v1_companies_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-117.
