Requirement,Type,Module,Module name,Requirement title,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source
FR-022,FR,MOD-004,Входящие,Система должна позволять пользователю с capability `Inbox.ManageOwn` выполнить действие «Изменить входящий элемент» и считать его успешным только после подтверждения сервера.,PATCH_api_v1_inbox_items_id,PATCH /api/v1/inbox-items/{id},Inbox.ManageOwn,OrganizerController.PATCH_api_v1_inbox_items_id,SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-034 Inbox capture и conversion,AC-170;AC-171;AC-172;AC-173;AC-174;AC-175;AC-176,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Lifecycle/integration,Critical; High,OpenAPI `PATCH_api_v1_inbox_items_id`; Stage_3_Field_Traceability_Final_3.5.csv
FR-023,FR,MOD-004,Входящие,Система должна позволять пользователю с capability `Inbox.ManageOwn` выполнить действие «Преобразовать в элемент каталога» и считать его успешным только после подтверждения сервера.,POST_api_v1_inbox_items_id_convert_to_catalog_item,POST /api/v1/inbox-items/{id}/convert-to-catalog-item,Inbox.ManageOwn,OrganizerController.POST_api_v1_inbox_items_id_convert_to_catalog_item,SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-034 Inbox capture и conversion,AC-177;AC-178;AC-179;AC-180;AC-181;AC-182;AC-183;AC-184,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_inbox_items_id_convert_to_catalog_item`; Stage_3_Field_Traceability_Final_3.5.csv
FR-024,FR,MOD-004,Входящие,Система должна позволять пользователю с capability `Inbox.ManageOwn` выполнить действие «Преобразовать во task» и считать его успешным только после подтверждения сервера.,POST_api_v1_inbox_items_id_convert_to_task,POST /api/v1/inbox-items/{id}/convert-to-task,Inbox.ManageOwn,OrganizerController.POST_api_v1_inbox_items_id_convert_to_task,SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-034 Inbox capture и conversion,AC-185;AC-186;AC-187;AC-188;AC-189;AC-190;AC-191;AC-192,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_inbox_items_id_convert_to_task`; Stage_3_Field_Traceability_Final_3.5.csv
FR-025,FR,MOD-004,Входящие,Система должна позволять пользователю с capability `Inbox.ManageOwn` выполнить действие «Восстановить входящий элемент» и считать его успешным только после подтверждения сервера.,POST_api_v1_inbox_items_id_restore,POST /api/v1/inbox-items/{id}/restore,Inbox.ManageOwn,OrganizerController.POST_api_v1_inbox_items_id_restore,SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-028 Восстановление из корзины,AC-193;AC-194;AC-195;AC-196;AC-197;AC-198;AC-199;AC-200,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_inbox_items_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
BR-028,BR,MOD-004,Входящие,InboxItem принадлежит создателю до явного преобразования.,—,—,—,—,SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-034 Inbox capture и conversion,AC-028,Integration/domain,High,"§10, §27.1, §33; Stage 3.5"
BR-029,BR,MOD-004,Входящие,Преобразование создаёт целевой объект и помечает source как converted в одной транзакции.,—,—,—,—,SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-034 Inbox capture и conversion,AC-029,Integration/domain,High,"§10, §27.1, §33; Stage 3.5"
BR-030,BR,MOD-004,Входящие,При отказе целевого permission исходный InboxItem остаётся неизменён.,—,—,—,—,SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-034 Inbox capture и conversion,AC-030,Integration/domain,High,"§10, §27.1, §33; Stage 3.5"
FR-247,FR,MOD-004,Входящие,При неуспешном преобразовании InboxItem локальный source не должен исчезать или помечаться converted.,"— (Desktop-only, без нового API)","— (Desktop-only, без нового API)",Capability-driven; server recheck для команд,"— (Desktop-only, без нового API)",SCR-012 Входящие; SCR-013 Обработка входящего; SCR-014 Контекстное меню Входящих,FLOW-034 Inbox capture и conversion,AC-1408,Desktop/UI,High,Stage 3.5 UX Architecture/Decision Log
DATA-005,DATA,MOD-005,Задачи,Данные модуля: DTO/агрегаты и их поля по OpenAPI,— (операции модуля),—,—,—,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-1467;AC-1468;AC-1469;AC-1470;AC-1471;AC-1472;AC-1473;AC-1474;AC-1475;AC-1476;AC-1477;AC-1478;AC-1479;AC-1480;AC-1481;AC-1482;AC-1483;AC-1484;AC-1485;AC-1486;AC-1487;AC-1488;AC-1489;AC-1490,Boundary/contract UI,High,DEC-036/037/041
PERM-005,PERM,MOD-005,Задачи,Права модуля: capabilities и scopes по OpenAPI,— (операции модуля),—,—,—,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-1832;AC-1950;AC-1951;AC-1952;AC-1953;AC-1954;AC-1955;AC-1956;AC-1957;AC-1958;AC-1959;AC-1960;AC-1961;AC-1962;AC-1963;AC-1964;AC-1965;AC-1966,Security/authorization,Critical,DEC-004/030; OpenAPI
ERR-005,ERR,MOD-005,Задачи,"Ошибки модуля: стабильные коды, HTTP-статусы и recovery по OpenAPI",— (операции модуля),—,—,—,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-1853;AC-2208;AC-2209;AC-2210;AC-2211;AC-2212;AC-2213;AC-2214;AC-2215;AC-2216;AC-2217;AC-2218;AC-2219;AC-2220;AC-2221;AC-2222;AC-2223;AC-2224,Error handling,High,errors.csv; State Matrix
SYNC-005,SYNC,MOD-005,Задачи,"Синхронизация модуля: bootstrap/incremental sync, ack, cursor, scope invalidation",GET_api_v1_sync_changes; POST_api_v1_sync_bootstrap; POST_api_v1_sync_ack,GET /api/v1/sync/changes; POST /api/v1/sync/bootstrap; POST /api/v1/sync/ack,—,OrganizerController.GET_api_v1_sync_changes; OrganizerController.POST_api_v1_sync_bootstrap; OrganizerController.POST_api_v1_sync_ack,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-1874;AC-2466;AC-2467;AC-2468;AC-2469;AC-2470;AC-2471;AC-2472;AC-2473;AC-2474;AC-2475;AC-2476;AC-2477;AC-2478;AC-2479;AC-2480;AC-2481;AC-2482,Desktop/resilience,High,ADR-005/015; DEC-006/032
AUDIT-005,AUDIT,MOD-005,Задачи,"Аудит и история действий модуля (append-only, redaction-aware)",— (domain command + audit/history endpoints),—,—,— (domain handlers + audit pipeline),"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-1895;AC-2724;AC-2725;AC-2726;AC-2727;AC-2728;AC-2729;AC-2730;AC-2731;AC-2732;AC-2733;AC-2734;AC-2735;AC-2736;AC-2737;AC-2738;AC-2739;AC-2740,Audit/security,Critical,Architecture audit principles; OpenAPI side effects
FR-026,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Read` выполнить действие «Список задачу» и считать его успешным только после подтверждения сервера.,GET_api_v1_tasks,GET /api/v1/tasks,Task.Read,OrganizerController.GET_api_v1_tasks,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-201;AC-202;AC-203,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_tasks`; Stage_3_Field_Traceability_Final_3.5.csv
FR-027,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Create` выполнить действие «Создать задачу» и считать его успешным только после подтверждения сервера.,POST_api_v1_tasks,POST /api/v1/tasks,Task.Create,OrganizerController.POST_api_v1_tasks,SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи,AC-204;AC-205;AC-206;AC-207;AC-208;AC-209;AC-210,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration,Critical; High,OpenAPI `POST_api_v1_tasks`; Stage_3_Field_Traceability_Final_3.5.csv
FR-028,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.ChangeStatus` выполнить действие «Пакетная смена статуса» и считать его успешным только после подтверждения сервера.,POST_api_v1_tasks_bulk_transition,POST /api/v1/tasks/bulk-transition,Task.ChangeStatus,OrganizerController.POST_api_v1_tasks_bulk_transition,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-033 Массовая смена статуса,AC-211;AC-212;AC-213;AC-214;AC-215;AC-216;AC-217;AC-218,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_tasks_bulk_transition`; Stage_3_Field_Traceability_Final_3.5.csv
FR-029,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Delete` выполнить действие «Переместить задачу в корзину» и считать его успешным только после подтверждения сервера.,DELETE_api_v1_tasks_id,DELETE /api/v1/tasks/{id},Task.Delete,OrganizerController.DELETE_api_v1_tasks_id,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-027 Перемещение в корзину,AC-219;AC-220;AC-221;AC-222;AC-223;AC-224,Contract/integration; Security/authorization; Security/session; Concurrency/integration; Desktop/resilience; Lifecycle/integration,Critical; High,OpenAPI `DELETE_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
FR-030,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Read` выполнить действие «Получить задачу» и считать его успешным только после подтверждения сервера.,GET_api_v1_tasks_id,GET /api/v1/tasks/{id},Task.Read,OrganizerController.GET_api_v1_tasks_id,"SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-225;AC-226;AC-227,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
FR-031,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Update` выполнить действие «Изменить задачу» и считать его успешным только после подтверждения сервера.,PATCH_api_v1_tasks_id,PATCH /api/v1/tasks/{id},Task.Update,OrganizerController.PATCH_api_v1_tasks_id,SCR-023 Полный редактор задачи; SCR-047 Conflict после drag/resize,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-228;AC-229;AC-230;AC-231;AC-232;AC-233;AC-234,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Lifecycle/integration,Critical; High,OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv
BR-031,BR,MOD-005,Задачи,"Статусы: new, in_progress, review, completed, cancelled; overdue вычисляется.",—,—,—,—,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-031,Integration/domain,High,"§11, §27.1.5–16, §29, §33; Stage 3.5"
FR-032,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Archive` выполнить действие «Архивировать задачу» и считать его успешным только после подтверждения сервера.,POST_api_v1_tasks_id_archive,POST /api/v1/tasks/{id}/archive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_archive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,AC-235;AC-236;AC-237;AC-238;AC-239;AC-240;AC-241;AC-242,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv
BR-032,BR,MOD-005,Задачи,Business completion не архивирует задачу автоматически.,—,—,—,—,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-032,Integration/domain,High,"§11, §27.1.5–16, §29, §33; Stage 3.5"
FR-033,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Assign` выполнить действие «Заменить исполнителей» и считать его успешным только после подтверждения сервера.,PUT_api_v1_tasks_id_assignees,PUT /api/v1/tasks/{id}/assignees,Task.Assign,OrganizerController.PUT_api_v1_tasks_id_assignees,SCR-029 Исполнители и наблюдатели,FLOW-006 Назначение исполнителя,AC-243;AC-244;AC-245;AC-246;AC-247;AC-248;AC-249;AC-250,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv
BR-033,BR,MOD-005,Задачи,Полный editor сохраняется явно; узкие команды отправляются отдельно.,—,—,—,—,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-033,Integration/domain,High,"§11, §27.1.5–16, §29, §33; Stage 3.5"
FR-034,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Update` выполнить действие «Добавить зависимость» и считать его успешным только после подтверждения сервера.,POST_api_v1_tasks_id_dependencies,POST /api/v1/tasks/{id}/dependencies,Task.Update,OrganizerController.POST_api_v1_tasks_id_dependencies,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-251;AC-252;AC-253;AC-254;AC-255;AC-256;AC-257;AC-258,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_tasks_id_dependencies`; Stage_3_Field_Traceability_Final_3.5.csv
BR-034,BR,MOD-005,Задачи,Переходы определяет сервер; клиент не формирует их из названия роли.,—,—,—,—,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-034,Integration/domain,High,"§11, §27.1.5–16, §29, §33; Stage 3.5"
FR-035,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Update` выполнить действие «Удалить зависимость» и считать его успешным только после подтверждения сервера.,DELETE_api_v1_tasks_id_dependencies_dependencyId,DELETE /api/v1/tasks/{id}/dependencies/{dependencyId},Task.Update,OrganizerController.DELETE_api_v1_tasks_id_dependencies_dependencyId,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-027 Перемещение в корзину,AC-259;AC-260;AC-261;AC-262;AC-263;AC-264,Contract/integration; Security/authorization; Security/session; Concurrency/integration; Desktop/resilience; Lifecycle/integration,Critical; High,OpenAPI `DELETE_api_v1_tasks_id_dependencies_dependencyId`; Stage_3_Field_Traceability_Final_3.5.csv
BR-035,BR,MOD-005,Задачи,Review → completed и review → in_progress выполняются только разрешёнными transition.,—,—,—,—,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-035,Integration/domain,High,"§11, §27.1.5–16, §29, §33; Stage 3.5"
FR-036,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Update` выполнить действие «Изменить дату/время/длительность» и считать его успешным только после подтверждения сервера.,POST_api_v1_tasks_id_move,POST /api/v1/tasks/{id}/move,Task.Update,OrganizerController.POST_api_v1_tasks_id_move,SCR-023 Полный редактор задачи,FLOW-032 Drag/resize календаря,AC-265;AC-266;AC-267;AC-268;AC-269;AC-270;AC-271;AC-272,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_tasks_id_move`; Stage_3_Field_Traceability_Final_3.5.csv
FR-037,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Restore` выполнить действие «Восстановить задачу» и считать его успешным только после подтверждения сервера.,POST_api_v1_tasks_id_restore,POST /api/v1/tasks/{id}/restore,Task.Restore,OrganizerController.POST_api_v1_tasks_id_restore,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-028 Восстановление из корзины,AC-273;AC-274;AC-275;AC-276;AC-277;AC-278;AC-279;AC-280,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_tasks_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
FR-038,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.ChangeStatus` выполнить действие «Изменить статус задачи» и считать его успешным только после подтверждения сервера.,POST_api_v1_tasks_id_transition,POST /api/v1/tasks/{id}/transition,Task.ChangeStatus,OrganizerController.POST_api_v1_tasks_id_transition,SCR-023 Полный редактор задачи,FLOW-007 Завершение задачи; FLOW-008 Изменение статуса,AC-281;AC-282;AC-283;AC-284;AC-285;AC-286;AC-287;AC-288,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_tasks_id_transition`; Stage_3_Field_Traceability_Final_3.5.csv
FR-039,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.Archive` выполнить действие «Вернуть задачу из архива» и считать его успешным только после подтверждения сервера.,POST_api_v1_tasks_id_unarchive,POST /api/v1/tasks/{id}/unarchive,Task.Archive,OrganizerController.POST_api_v1_tasks_id_unarchive,"SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи",FLOW-026 Архивирование,AC-289;AC-290;AC-291;AC-292;AC-293;AC-294,Contract/integration; Security/authorization; Security/session; Concurrency/integration; Desktop/resilience; Lifecycle/integration,Critical; High,OpenAPI `POST_api_v1_tasks_id_unarchive`; Stage_3_Field_Traceability_Final_3.5.csv
FR-040,FR,MOD-005,Задачи,Система должна позволять пользователю с capability `Task.ManageWatchers` выполнить действие «Заменить наблюдателей» и считать его успешным только после подтверждения сервера.,PUT_api_v1_tasks_id_watchers,PUT /api/v1/tasks/{id}/watchers,Task.ManageWatchers,OrganizerController.PUT_api_v1_tasks_id_watchers,SCR-029 Исполнители и наблюдатели,FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса,AC-295;AC-296;AC-297;AC-298;AC-299;AC-300;AC-301,Contract/integration; Security/authorization; Security/session; Concurrency/integration; Desktop/resilience; Integration; Lifecycle/integration,Critical; High,OpenAPI `PUT_api_v1_tasks_id_watchers`; Stage_3_Field_Traceability_Final_3.5.csv
