Requirement,Type,Module,Module name,Requirement title,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source
FR-153,FR,MOD-013,Комментарии и взаимодействия,Система должна позволять пользователю с capability `Tag.Read` выполнить действие «Список тег» и считать его успешным только после подтверждения сервера.,GET_api_v1_tags,GET /api/v1/tags,Tag.Read,OrganizerController.GET_api_v1_tags,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,AC-971;AC-972;AC-973,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_tags`; Stage_3_Field_Traceability_Final_3.5.csv
FR-154,FR,MOD-013,Комментарии и взаимодействия,Система должна позволять пользователю с capability `Tag.Manage` выполнить действие «Создать тег» и считать его успешным только после подтверждения сервера.,POST_api_v1_tags,POST /api/v1/tags,Tag.Manage,OrganizerController.POST_api_v1_tags,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,AC-974;AC-975;AC-976;AC-977;AC-978;AC-979;AC-980,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration,Critical; High,OpenAPI `POST_api_v1_tags`; Stage_3_Field_Traceability_Final_3.5.csv
FR-155,FR,MOD-013,Комментарии и взаимодействия,Система должна позволять пользователю с capability `Tag.Manage` выполнить действие «Переместить тег в корзину» и считать его успешным только после подтверждения сервера.,DELETE_api_v1_tags_id,DELETE /api/v1/tags/{id},Tag.Manage,OrganizerController.DELETE_api_v1_tags_id,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,AC-981;AC-982;AC-983;AC-984;AC-985,Contract/integration; Security/authorization; Security/session; Concurrency/integration; Desktop/resilience,Critical,OpenAPI `DELETE_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv
FR-156,FR,MOD-013,Комментарии и взаимодействия,Система должна позволять пользователю с capability `Tag.Read` выполнить действие «Получить тег» и считать его успешным только после подтверждения сервера.,GET_api_v1_tags_id,GET /api/v1/tags/{id},Tag.Read,OrganizerController.GET_api_v1_tags_id,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,AC-986;AC-987;AC-988,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv
FR-157,FR,MOD-013,Комментарии и взаимодействия,Система должна позволять пользователю с capability `Tag.Manage` выполнить действие «Изменить тег» и считать его успешным только после подтверждения сервера.,PATCH_api_v1_tags_id,PATCH /api/v1/tags/{id},Tag.Manage,OrganizerController.PATCH_api_v1_tags_id,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,AC-989;AC-990;AC-991;AC-992;AC-993;AC-994,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience,Critical; High,OpenAPI `PATCH_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv
FR-158,FR,MOD-013,Комментарии и взаимодействия,Система должна позволять пользователю с capability `Tag.Manage` выполнить действие «Восстановить тег» и считать его успешным только после подтверждения сервера.,POST_api_v1_tags_id_restore,POST /api/v1/tags/{id}/restore,Tag.Manage,OrganizerController.POST_api_v1_tags_id_restore,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-028 Восстановление из корзины,AC-995;AC-996;AC-997;AC-998;AC-999;AC-1000;AC-1001,Contract/integration; Security/authorization; Security/session; Contract/UI; Concurrency/integration; Desktop/resilience; Integration,Critical; High,OpenAPI `POST_api_v1_tags_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv
FR-259,FR,MOD-013,Комментарии и взаимодействия,Создание object link не должно автоматически предоставлять read permission на target.,"— (Desktop-only, без нового API)","— (Desktop-only, без нового API)",Capability-driven; server recheck для команд,"— (Desktop-only, без нового API)","SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,AC-1423;AC-1424,Desktop/UI; Security/UI,High; Critical,Stage 3.5 UX Architecture/Decision Log
DATA-021,DATA,MOD-021,Аудит и история,Данные модуля: DTO/агрегаты и их поля по OpenAPI,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1777;AC-1778;AC-1779;AC-1780;AC-1781;AC-1782;AC-1783;AC-1784;AC-1785;AC-1786;AC-1787;AC-1788;AC-1789,Boundary/contract UI,High,DEC-036/037/041
PERM-021,PERM,MOD-021,Аудит и история,Права модуля: capabilities и scopes по OpenAPI,— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1848;AC-2174;AC-2175;AC-2176;AC-2177;AC-2178;AC-2179;AC-2180,Security/authorization,Critical,DEC-004/030; OpenAPI
ERR-021,ERR,MOD-021,Аудит и история,"Ошибки модуля: стабильные коды, HTTP-статусы и recovery по OpenAPI",— (операции модуля),—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1869;AC-2432;AC-2433;AC-2434;AC-2435;AC-2436;AC-2437;AC-2438,Error handling,High,errors.csv; State Matrix
SYNC-021,SYNC,MOD-021,Аудит и история,"Синхронизация модуля: bootstrap/incremental sync, ack, cursor, scope invalidation",GET_api_v1_sync_changes; POST_api_v1_sync_bootstrap; POST_api_v1_sync_ack,GET /api/v1/sync/changes; POST /api/v1/sync/bootstrap; POST /api/v1/sync/ack,—,OrganizerController.GET_api_v1_sync_changes; OrganizerController.POST_api_v1_sync_bootstrap; OrganizerController.POST_api_v1_sync_ack,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1890;AC-2690;AC-2691;AC-2692;AC-2693;AC-2694;AC-2695;AC-2696,Desktop/resilience,High,ADR-005/015; DEC-006/032
AUDIT-021,AUDIT,MOD-021,Аудит и история,"Аудит и история действий модуля (append-only, redaction-aware)",— (domain command + audit/history endpoints),—,—,— (domain handlers + audit pipeline),"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1911;AC-2948;AC-2949;AC-2950;AC-2951;AC-2952;AC-2953;AC-2954,Audit/security,Critical,Architecture audit principles; OpenAPI side effects
BR-094,BR,MOD-021,Аудит и история,Audit append-only.,—,—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-094,Integration/domain,High,"§21, §25, §27.1.34; Stage 3.5"
BR-095,BR,MOD-021,Аудит и история,История фильтруется текущими правами.,—,—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-095,Integration/domain,High,"§21, §25, §27.1.34; Stage 3.5"
BR-096,BR,MOD-021,Аудит и история,"Пароли, tokens, secrets и чувствительные полные paths не журналируются.",—,—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-096,Integration/domain,High,"§21, §25, §27.1.34; Stage 3.5"
BR-097,BR,MOD-021,Аудит и история,Экспорт аудита создаётся как контролируемая фоновая операция.,—,—,—,—,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-097,Integration/domain,High,"§21, §25, §27.1.34; Stage 3.5"
FR-235,FR,MOD-021,Аудит и история,Система должна позволять пользователю с capability `Audit.ReadAll` выполнить действие «Технический аудит» и считать его успешным только после подтверждения сервера.,GET_api_v1_audit,GET /api/v1/audit,Audit.ReadAll,OrganizerController.GET_api_v1_audit,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1381;AC-1382;AC-1383,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_audit`; Stage_3_Field_Traceability_Final_3.5.csv
FR-236,FR,MOD-021,Аудит и история,Система должна позволять пользователю с capability `Audit.ReadAll` выполнить действие «Экспорт ограниченного журнала» и считать его успешным только после подтверждения сервера.,GET_api_v1_audit_export,GET /api/v1/audit/export,Audit.ReadAll,OrganizerController.GET_api_v1_audit_export,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1384;AC-1385;AC-1386;AC-1387,Contract/integration; Security/authorization; Security/session; Integration,High; Critical,OpenAPI `GET_api_v1_audit_export`; Stage_3_Field_Traceability_Final_3.5.csv
FR-237,FR,MOD-021,Аудит и история,Система должна позволять пользователю с capability `History.Read` выполнить действие «История доступного объекта» и считать его успешным только после подтверждения сервера.,GET_api_v1_objects_objectId_history,GET /api/v1/objects/{objectId}/history,History.Read,OrganizerController.GET_api_v1_objects_objectId_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1388;AC-1389;AC-1390,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_objects_objectId_history`; Stage_3_Field_Traceability_Final_3.5.csv
FR-238,FR,MOD-021,Аудит и история,Система должна позволять пользователю с capability `History.Read` выполнить действие «Снимок/изменения версии» и считать его успешным только после подтверждения сервера.,GET_api_v1_objects_objectId_history_version,GET /api/v1/objects/{objectId}/history/{version},History.Read,OrganizerController.GET_api_v1_objects_objectId_history_version,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1391;AC-1392;AC-1393,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_objects_objectId_history_version`; Stage_3_Field_Traceability_Final_3.5.csv
FR-239,FR,MOD-021,Аудит и история,Система должна позволять пользователю с capability `History.Read` выполнить действие «История проекта» и считать его успешным только после подтверждения сервера.,GET_api_v1_projects_id_history,GET /api/v1/projects/{id}/history,History.Read,OrganizerController.GET_api_v1_projects_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1394;AC-1395;AC-1396,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_projects_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
FR-240,FR,MOD-021,Аудит и история,Система должна позволять пользователю с capability `History.Read` выполнить действие «История задачи» и считать его успешным только после подтверждения сервера.,GET_api_v1_tasks_id_history,GET /api/v1/tasks/{id}/history,History.Read,OrganizerController.GET_api_v1_tasks_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1397;AC-1398;AC-1399,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_tasks_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
FR-241,FR,MOD-021,Аудит и история,Система должна позволять пользователю с capability `History.Read` выполнить действие «История пользователя» и считать его успешным только после подтверждения сервера.,GET_api_v1_users_id_history,GET /api/v1/users/{id}/history,History.Read,OrganizerController.GET_api_v1_users_id_history,"SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory",FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions,AC-1400;AC-1401;AC-1402,Contract/integration; Security/authorization; Security/session,High; Critical,OpenAPI `GET_api_v1_users_id_history`; Stage_3_Field_Traceability_Final_3.5.csv
FR-269,FR,MOD-021,Аудит и история,"Успешные urgency-scale PUT/reset и permission-sensitive denials должны создавать `notification_urgency_scale.changed` с actor, outcome, correlationId и redacted diff; полные интервалы, ETag, secrets и notification content не журналируются.","— (Desktop-only, без нового API)","— (Desktop-only, без нового API)",Capability-driven; server recheck для команд,"— (Desktop-only, без нового API)","SCR-036 История объекта; SCR-068 Проект: история; SCR-172 Карточка пользователя; SCR-186 Audit; SCR-201 ETag/If-Match, task aggregate, directory","FLOW-025 Optimistic conflict; FLOW-029 Блокировка пользователя; FLOW-030 Изменение permissions; FLOW-038 Управление организационной шкалой срочности (Stage 4.5, DEC-060)",AC-1435,Desktop/UI,High,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation
AC-001,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: Организация одна; каждая общая запись ограничена organization boundary.,—,—,—,—,—,—,,Integration/contract,High,Концепция §3.1; Архитектура A1-11
AC-002,AC,ALL,Все модули (Wave B: 5 модулей),"Проверить правило: UserAccount отвечает за аутентификацию, EmployeeProfile — за рабочий профиль.",—,—,—,—,—,—,,Integration/contract,High,Stage 2.3.1 C-03
AC-003,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: Сервер является единственным источником истины; локальный cache disposable и read-only при outage.,—,—,—,—,—,—,,Integration/contract,High,Архитектура A1-01/A1-03; DEC-006
AC-004,AC,ALL,Все модули (Wave B: 5 модулей),"Проверить правило: Любое действие разрешается сервером по RBAC/ReBAC/ABAC, explicit deny сильнее allow, default deny.",—,—,—,—,—,—,,Integration/contract,Critical,ADR-002; DEC-004
AC-005,AC,ALL,Все модули (Wave B: 5 модулей),"[Trashed (Stage 3.5 State Matrix)] Проверить правило: Business status, derived state, archive, trash и UI state не смешиваются.",—,—,—,—,—,—,,Integration/contract,High,DEC-005
AC-006,AC,ALL,Все модули (Wave B: 5 модулей),[Trashed (Stage 3.5 State Matrix)] Проверить правило: Archived object по умолчанию read-only; Trashed object доступен только для restore/purge.,—,—,—,—,—,—,,Integration/contract,High,ADR-011; DEC-023
AC-007,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: Удаление metadata рабочего файла не удаляет физический файл.,—,—,—,—,—,—,,Integration/contract,Critical,Концепция §22.2; DEC-018
AC-008,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: Физический доступ к файлу определяется Windows/SMB ACL после metadata permission.,—,—,—,—,—,—,,Integration/contract,Critical,Архитектура A1-06; GAP-004
AC-009,AC,ALL,Все модули (Wave B: 5 модулей),[STATE-014/STATE-025] Проверить правило: Versioned write требует If-Match; stale version не перезаписывается молча.,—,—,—,—,—,—,,Integration/contract,Critical,ADR-004; DEC-038
AC-010,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: Safe retry допускается только для safe/idempotent operation с сохранением request hash/key.,—,—,—,—,—,—,,Integration/contract,High,Stage 2.3.1 idempotency
AC-011,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: Audit append-only; secrets и неразрешённые sensitive paths редактируются или не записываются.,—,—,—,—,—,—,,Integration/contract,High,ADR-009; архитектура
AC-012,AC,ALL,Все модули (Wave B: 5 модулей),[STATE-007] Проверить правило: Realtime signal является invalidation; durable recovery выполняется через change feed.,—,—,—,—,—,—,,Integration/contract,High,ADR-005
AC-013,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: Search фильтруется по authorization и filters до pagination; client post-filter запрещён.,—,—,—,—,—,—,,Integration/contract,High,DEC-040; Search Contract
AC-014,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: UI hidden/disabled state не заменяет server-side permission check.,—,—,—,—,—,—,,Integration/contract,Critical,DEC-030
AC-015,AC,ALL,Все модули (Wave B: 5 модулей),Проверить правило: PATCH omitted означает unchanged; explicit null очищает только nullable field.,—,—,—,—,—,—,,Integration/contract,High,DEC-037
AC-1823,AC,ALL,Все модули (Wave B: 5 модулей),Analytics privacy,—,—,—,—,SCR-133 Глобальный поиск; SCR-153 Notifications и DND,"FLOW-019 Глобальный поиск; FLOW-038 Управление организационной шкалой срочности (Stage 4.5, DEC-060)",,Privacy,Critical,Stage 2.3.1 OpenAPI 1.2.0-stage2.3; Stage 3.5 UX baseline; Stage 4.3 remediation
AC-051,AC,MOD-010,Проекты,Проверить бизнес-правило: У проекта всегда остаётся владелец.,—,—,—,—,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,,Integration/domain,High,"§13, §27.1.7–8, §29, §33; Stage 3.5"
AC-052,AC,MOD-010,Проекты,Проверить бизнес-правило: Завершение проекта и архивирование различаются.,—,—,—,—,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,,Integration/domain,High,"§13, §27.1.7–8, §29, §33; Stage 3.5"
AC-053,AC,MOD-010,Проекты,Проверить бизнес-правило: Удаление проекта не удаляет каскадно Task и физические файлы.,—,—,—,—,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,,Integration/domain,High,"§13, §27.1.7–8, §29, §33; Stage 3.5"
AC-054,AC,MOD-010,Проекты,Проверить бизнес-правило: Explicit deny сильнее allow; сервер пересчитывает scopeVersion.,—,—,—,—,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,,Integration/domain,High,"§13, §27.1.7–8, §29, §33; Stage 3.5"
AC-543,AC,MOD-010,Проекты,Happy path: Список проект,GET_api_v1_projects,GET /api/v1/projects,Project.Read,OrganizerController.GET_api_v1_projects,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,,Contract/integration,High,OpenAPI `GET_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-544,AC,MOD-010,Проекты,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Список проект не выполняется и данные не раскрываются,GET_api_v1_projects,GET /api/v1/projects,Project.Read,OrganizerController.GET_api_v1_projects,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,,Security/authorization,Critical,OpenAPI `GET_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-545,AC,MOD-010,Проекты,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,GET_api_v1_projects,GET /api/v1/projects,Project.Read,OrganizerController.GET_api_v1_projects,SCR-060 Проекты: список; SCR-061 Проект: обзор; SCR-062 Проект: задачи; SCR-063 Проект: календарь; SCR-064 Проект: участники; SCR-065 Проект: файлы; SCR-066 Проект: контакты; SCR-067 Проект: комментарии; SCR-068 Проект: история; SCR-069 Проект: настройки; SCR-070 Создать/редактировать проект; SCR-071 Project role/overrides; SCR-072 Lifecycle проекта,FLOW-013 Создание проекта; FLOW-014 Добавление участника; FLOW-035 Завершение и архивирование проекта,,Security/session,Critical,OpenAPI `GET_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-546,AC,MOD-010,Проекты,Happy path: Создать проект,POST_api_v1_projects,POST /api/v1/projects,Project.Create,OrganizerController.POST_api_v1_projects,SCR-070 Создать/редактировать проект,FLOW-013 Создание проекта,,Contract/integration,Critical,OpenAPI `POST_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-547,AC,MOD-010,Проекты,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Создать проект не выполняется и данные не раскрываются,POST_api_v1_projects,POST /api/v1/projects,Project.Create,OrganizerController.POST_api_v1_projects,SCR-070 Создать/редактировать проект,FLOW-013 Создание проекта,,Security/authorization,Critical,OpenAPI `POST_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-548,AC,MOD-010,Проекты,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,POST_api_v1_projects,POST /api/v1/projects,Project.Create,OrganizerController.POST_api_v1_projects,SCR-070 Создать/редактировать проект,FLOW-013 Создание проекта,,Security/session,Critical,OpenAPI `POST_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-549,AC,MOD-010,Проекты,[STATE-007] Validation: fieldErrors сохраняют draft и привязываются к canonical field path,POST_api_v1_projects,POST /api/v1/projects,Project.Create,OrganizerController.POST_api_v1_projects,SCR-070 Создать/редактировать проект,FLOW-013 Создание проекта,,Contract/UI,High,OpenAPI `POST_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-550,AC,MOD-010,Проекты,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,POST_api_v1_projects,POST /api/v1/projects,Project.Create,OrganizerController.POST_api_v1_projects,SCR-070 Создать/редактировать проект,FLOW-013 Создание проекта,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-551,AC,MOD-010,Проекты,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Создать проект не ставится в offline queue,POST_api_v1_projects,POST /api/v1/projects,Project.Create,OrganizerController.POST_api_v1_projects,SCR-070 Создать/редактировать проект,FLOW-013 Создание проекта,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-552,AC,MOD-010,Проекты,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,POST_api_v1_projects,POST /api/v1/projects,Project.Create,OrganizerController.POST_api_v1_projects,SCR-070 Создать/редактировать проект,FLOW-013 Создание проекта,,Integration,Critical,OpenAPI `POST_api_v1_projects`; Stage_3_Field_Traceability_Final_3.5.csv
AC-553,AC,MOD-010,Проекты,Happy path: Переместить проект в корзину,DELETE_api_v1_projects_id,DELETE /api/v1/projects/{id},Project.Delete,OrganizerController.DELETE_api_v1_projects_id,SCR-072 Lifecycle проекта,FLOW-027 Перемещение в корзину,,Contract/integration,Critical,OpenAPI `DELETE_api_v1_projects_id`; Stage_3_Field_Traceability_Final_3.5.csv
AC-554,AC,MOD-010,Проекты,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Переместить проект в корзину не выполняется и данные не раскрываются,DELETE_api_v1_projects_id,DELETE /api/v1/projects/{id},Project.Delete,OrganizerController.DELETE_api_v1_projects_id,SCR-072 Lifecycle проекта,FLOW-027 Перемещение в корзину,,Security/authorization,Critical,OpenAPI `DELETE_api_v1_projects_id`; Stage_3_Field_Traceability_Final_3.5.csv
