"Matrix source row","Requirement","Type","Module","Requirement title","Resolution status","Traceability mode","Related OpenAPI operationIds","API operationId","API method","API path","Permission","Server handler planned","Screen Stage 3.5","FLOW Stage 3.5","Test type","Source evidence","Resolution rationale"
"wave-a.csv:658","AC-2212","AC","MOD-005","Stable error handling for FR-031","resolved","single-operation","PATCH_api_v1_tasks_id","PATCH_api_v1_tasks_id","PATCH","/api/v1/tasks/{id}","Task.Update","Task.Application.MOD-005.PATCH_api_v1_tasks_idHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:658 Source='OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId PATCH_api_v1_tasks_id = PATCH /api/v1/tasks/{id}; traceability 4.5 FR-031 Permission=Task.Update","Source field of the matrix row confirms operationId PATCH_api_v1_tasks_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-031."
"wave-a.csv:659","AC-2213","AC","MOD-005","Stable error handling for FR-032","resolved","single-operation","POST_api_v1_tasks_id_archive","POST_api_v1_tasks_id_archive","POST","/api/v1/tasks/{id}/archive","Task.Archive","Task.Application.MOD-005.POST_api_v1_tasks_id_archiveHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:659 Source='OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId POST_api_v1_tasks_id_archive = POST /api/v1/tasks/{id}/archive; traceability 4.5 FR-032 Permission=Task.Archive","Source field of the matrix row confirms operationId POST_api_v1_tasks_id_archive; method and path verified in openapi.yaml; permission confirmed via traceability FR-032."
"wave-a.csv:660","AC-2214","AC","MOD-005","Stable error handling for FR-033","resolved","single-operation","PUT_api_v1_tasks_id_assignees","PUT_api_v1_tasks_id_assignees","PUT","/api/v1/tasks/{id}/assignees","Task.Assign","Task.Application.MOD-005.PUT_api_v1_tasks_id_assigneesHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:660 Source='OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId PUT_api_v1_tasks_id_assignees = PUT /api/v1/tasks/{id}/assignees; traceability 4.5 FR-033 Permission=Task.Assign","Source field of the matrix row confirms operationId PUT_api_v1_tasks_id_assignees; method and path verified in openapi.yaml; permission confirmed via traceability FR-033."
"wave-a.csv:661","AC-2215","AC","MOD-005","Stable error handling for FR-034","resolved","single-operation","POST_api_v1_tasks_id_dependencies","POST_api_v1_tasks_id_dependencies","POST","/api/v1/tasks/{id}/dependencies","Task.Update","Task.Application.MOD-005.POST_api_v1_tasks_id_dependenciesHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:661 Source='OpenAPI `POST_api_v1_tasks_id_dependencies`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId POST_api_v1_tasks_id_dependencies = POST /api/v1/tasks/{id}/dependencies; traceability 4.5 FR-034 Permission=Task.Update","Source field of the matrix row confirms operationId POST_api_v1_tasks_id_dependencies; method and path verified in openapi.yaml; permission confirmed via traceability FR-034."
"wave-a.csv:662","AC-2216","AC","MOD-005","Stable error handling for FR-035","resolved","single-operation","DELETE_api_v1_tasks_id_dependencies_dependencyId","DELETE_api_v1_tasks_id_dependencies_dependencyId","DELETE","/api/v1/tasks/{id}/dependencies/{dependencyId}","Task.Update","Task.Application.MOD-005.DELETE_api_v1_tasks_id_dependencies_dependencyIdHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:662 Source='OpenAPI `DELETE_api_v1_tasks_id_dependencies_dependencyId`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId DELETE_api_v1_tasks_id_dependencies_dependencyId = DELETE /api/v1/tasks/{id}/dependencies/{dependencyId}; traceability 4.5 FR-035 Permission=Task.Update","Source field of the matrix row confirms operationId DELETE_api_v1_tasks_id_dependencies_dependencyId; method and path verified in openapi.yaml; permission confirmed via traceability FR-035."
"wave-a.csv:663","AC-2217","AC","MOD-005","Stable error handling for FR-036","resolved","single-operation","POST_api_v1_tasks_id_move","POST_api_v1_tasks_id_move","POST","/api/v1/tasks/{id}/move","Task.Update","Task.Application.MOD-005.POST_api_v1_tasks_id_moveHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:663 Source='OpenAPI `POST_api_v1_tasks_id_move`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId POST_api_v1_tasks_id_move = POST /api/v1/tasks/{id}/move; traceability 4.5 FR-036 Permission=Task.Update","Source field of the matrix row confirms operationId POST_api_v1_tasks_id_move; method and path verified in openapi.yaml; permission confirmed via traceability FR-036."
"wave-a.csv:664","AC-2218","AC","MOD-005","Stable error handling for FR-037","resolved","single-operation","POST_api_v1_tasks_id_restore","POST_api_v1_tasks_id_restore","POST","/api/v1/tasks/{id}/restore","Task.Restore","Task.Application.MOD-005.POST_api_v1_tasks_id_restoreHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:664 Source='OpenAPI `POST_api_v1_tasks_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId POST_api_v1_tasks_id_restore = POST /api/v1/tasks/{id}/restore; traceability 4.5 FR-037 Permission=Task.Restore","Source field of the matrix row confirms operationId POST_api_v1_tasks_id_restore; method and path verified in openapi.yaml; permission confirmed via traceability FR-037."
"wave-a.csv:665","AC-2219","AC","MOD-005","Stable error handling for FR-038","resolved","single-operation","POST_api_v1_tasks_id_transition","POST_api_v1_tasks_id_transition","POST","/api/v1/tasks/{id}/transition","Task.ChangeStatus","Task.Application.MOD-005.POST_api_v1_tasks_id_transitionHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:665 Source='OpenAPI `POST_api_v1_tasks_id_transition`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId POST_api_v1_tasks_id_transition = POST /api/v1/tasks/{id}/transition; traceability 4.5 FR-038 Permission=Task.ChangeStatus","Source field of the matrix row confirms operationId POST_api_v1_tasks_id_transition; method and path verified in openapi.yaml; permission confirmed via traceability FR-038."
"wave-a.csv:666","AC-2220","AC","MOD-005","Stable error handling for FR-039","resolved","single-operation","POST_api_v1_tasks_id_unarchive","POST_api_v1_tasks_id_unarchive","POST","/api/v1/tasks/{id}/unarchive","Task.Archive","Task.Application.MOD-005.POST_api_v1_tasks_id_unarchiveHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:666 Source='OpenAPI `POST_api_v1_tasks_id_unarchive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId POST_api_v1_tasks_id_unarchive = POST /api/v1/tasks/{id}/unarchive; traceability 4.5 FR-039 Permission=Task.Archive","Source field of the matrix row confirms operationId POST_api_v1_tasks_id_unarchive; method and path verified in openapi.yaml; permission confirmed via traceability FR-039."
"wave-a.csv:667","AC-2221","AC","MOD-005","Stable error handling for FR-040","resolved","single-operation","PUT_api_v1_tasks_id_watchers","PUT_api_v1_tasks_id_watchers","PUT","/api/v1/tasks/{id}/watchers","Task.ManageWatchers","Task.Application.MOD-005.PUT_api_v1_tasks_id_watchersHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:667 Source='OpenAPI `PUT_api_v1_tasks_id_watchers`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-005'; openapi.yaml operationId PUT_api_v1_tasks_id_watchers = PUT /api/v1/tasks/{id}/watchers; traceability 4.5 FR-040 Permission=Task.ManageWatchers","Source field of the matrix row confirms operationId PUT_api_v1_tasks_id_watchers; method and path verified in openapi.yaml; permission confirmed via traceability FR-040."
"wave-a.csv:668","AC-2222","AC","MOD-005","Stable error handling for FR-248","unresolved","unresolved","","","","","","","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:668 title='Stable error handling for FR-248'; traceability 4.5 FR-248 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:669","AC-2223","AC","MOD-005","Stable error handling for FR-249","unresolved","unresolved","","","","","","","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:669 title='Stable error handling for FR-249'; traceability 4.5 FR-249 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:670","AC-2224","AC","MOD-005","Stable error handling for FR-250","unresolved","unresolved","","","","","","","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Error handling","implementation_matrix.csv wave-a.csv:670 title='Stable error handling for FR-250'; traceability 4.5 FR-250 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:688","AC-2724","AC","MOD-005","Audit evidence for FR-027","resolved","single-operation","POST_api_v1_tasks","POST_api_v1_tasks","POST","/api/v1/tasks","Task.Create","Task.Application.MOD-005.POST_api_v1_tasksHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:688 Source='OpenAPI `POST_api_v1_tasks`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-005'; openapi.yaml operationId POST_api_v1_tasks = POST /api/v1/tasks; traceability 4.5 FR-027 Permission=Task.Create","Source field of the matrix row confirms operationId POST_api_v1_tasks; method and path verified in openapi.yaml; permission confirmed via traceability FR-027."
"wave-a.csv:689","AC-2725","AC","MOD-005","Audit evidence for FR-028","resolved","single-operation","POST_api_v1_tasks_bulk_transition","POST_api_v1_tasks_bulk_transition","POST","/api/v1/tasks/bulk-transition","Task.ChangeStatus","Task.Application.MOD-005.POST_api_v1_tasks_bulk_transitionHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:689 Source='OpenAPI `POST_api_v1_tasks_bulk_transition`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-005'; openapi.yaml operationId POST_api_v1_tasks_bulk_transition = POST /api/v1/tasks/bulk-transition; traceability 4.5 FR-028 Permission=Task.ChangeStatus","Source field of the matrix row confirms operationId POST_api_v1_tasks_bulk_transition; method and path verified in openapi.yaml; permission confirmed via traceability FR-028."
"wave-a.csv:690","AC-2726","AC","MOD-005","Audit evidence for FR-029","resolved","single-operation","DELETE_api_v1_tasks_id","DELETE_api_v1_tasks_id","DELETE","/api/v1/tasks/{id}","Task.Delete","Task.Application.MOD-005.DELETE_api_v1_tasks_idHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:690 Source='OpenAPI `DELETE_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-005'; openapi.yaml operationId DELETE_api_v1_tasks_id = DELETE /api/v1/tasks/{id}; traceability 4.5 FR-029 Permission=Task.Delete","Source field of the matrix row confirms operationId DELETE_api_v1_tasks_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-029."
"wave-a.csv:691","AC-2727","AC","MOD-005","Audit evidence for FR-030","resolved","single-operation","GET_api_v1_tasks_id","GET_api_v1_tasks_id","GET","/api/v1/tasks/{id}","Task.Read","Task.Application.MOD-005.GET_api_v1_tasks_idHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:691 Source='OpenAPI `GET_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-005'; openapi.yaml operationId GET_api_v1_tasks_id = GET /api/v1/tasks/{id}; traceability 4.5 FR-030 Permission=Task.Read","Source field of the matrix row confirms operationId GET_api_v1_tasks_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-030."
"wave-a.csv:692","AC-2728","AC","MOD-005","Audit evidence for FR-031","resolved","single-operation","PATCH_api_v1_tasks_id","PATCH_api_v1_tasks_id","PATCH","/api/v1/tasks/{id}","Task.Update","Task.Application.MOD-005.PATCH_api_v1_tasks_idHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:692 Source='OpenAPI `PATCH_api_v1_tasks_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-005'; openapi.yaml operationId PATCH_api_v1_tasks_id = PATCH /api/v1/tasks/{id}; traceability 4.5 FR-031 Permission=Task.Update","Source field of the matrix row confirms operationId PATCH_api_v1_tasks_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-031."
"wave-a.csv:693","AC-2729","AC","MOD-005","Audit evidence for FR-032","resolved","single-operation","POST_api_v1_tasks_id_archive","POST_api_v1_tasks_id_archive","POST","/api/v1/tasks/{id}/archive","Task.Archive","Task.Application.MOD-005.POST_api_v1_tasks_id_archiveHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:693 Source='OpenAPI `POST_api_v1_tasks_id_archive`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-005'; openapi.yaml operationId POST_api_v1_tasks_id_archive = POST /api/v1/tasks/{id}/archive; traceability 4.5 FR-032 Permission=Task.Archive","Source field of the matrix row confirms operationId POST_api_v1_tasks_id_archive; method and path verified in openapi.yaml; permission confirmed via traceability FR-032."
"wave-a.csv:694","AC-2730","AC","MOD-005","Audit evidence for FR-033","resolved","single-operation","PUT_api_v1_tasks_id_assignees","PUT_api_v1_tasks_id_assignees","PUT","/api/v1/tasks/{id}/assignees","Task.Assign","Task.Application.MOD-005.PUT_api_v1_tasks_id_assigneesHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:694 Source='OpenAPI `PUT_api_v1_tasks_id_assignees`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-005'; openapi.yaml operationId PUT_api_v1_tasks_id_assignees = PUT /api/v1/tasks/{id}/assignees; traceability 4.5 FR-033 Permission=Task.Assign","Source field of the matrix row confirms operationId PUT_api_v1_tasks_id_assignees; method and path verified in openapi.yaml; permission confirmed via traceability FR-033."
"wave-a.csv:695","AC-2731","AC","MOD-005","Audit evidence for FR-034","resolved","single-operation","POST_api_v1_tasks_id_dependencies","POST_api_v1_tasks_id_dependencies","POST","/api/v1/tasks/{id}/dependencies","Task.Update","Task.Application.MOD-005.POST_api_v1_tasks_id_dependenciesHandler","SCR-020 Задачи: список/дерево; SCR-021 Фильтры задач; SCR-022 Быстрое создание задачи; SCR-023 Полный редактор задачи; SCR-024 ETag/If-Match, task aggregate, directory; SCR-025 Инспектор задачи; SCR-029 Исполнители и наблюдатели; SCR-030 Зависимости задач; SCR-031 Массовые действия задач; SCR-032 Разрешение конфликта Task; SCR-034 Контекстное меню задачи","FLOW-004 Создание задачи; FLOW-005 Быстрое создание задачи; FLOW-006 Назначение исполнителя; FLOW-007 Завершение задачи; FLOW-008 Изменение статуса; FLOW-025 Optimistic conflict; FLOW-033 Массовая смена статуса","Audit/security","implementation_matrix.csv wave-a.csv:695 Source='OpenAPI `POST_api_v1_tasks_id_dependencies`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-005'; openapi.yaml operationId POST_api_v1_tasks_id_dependencies = POST /api/v1/tasks/{id}/dependencies; traceability 4.5 FR-034 Permission=Task.Update","Source field of the matrix row confirms operationId POST_api_v1_tasks_id_dependencies; method and path verified in openapi.yaml; permission confirmed via traceability FR-034."
