"SCR ID","Module","Surface name","Priority","Inventory status","Evidence status","Evidence source","Evidence scope","Browser status","Remaining acceptance","Gate 5.3"
"SCR-084","Files","Выбор пути и открытие","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-085","Files","Недоступный файл","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-086","Files","Перепривязка location","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-087","Files","Добавить альтернативный path","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-088","Files","Связи CatalogItem","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-089","Files","Контекстное меню каталога","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-090","Files","Диагностика availability","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-210","Files","Windows file/folder picker","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-110","CRM","Контакты и компании: список","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-111","CRM","Карточка контакта","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-112","CRM","Редактор контакта","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-113","CRM","Карточка компании","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-114","CRM","Редактор компании","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-115","CRM","Каналы связи и адреса","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-116","CRM","Interaction timeline","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-117","CRM","Редактор Interaction","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-118","CRM","Связанные Task/Project/File","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-119","CRM","Контекстное меню CRM","P1","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_b_implementation/manifest.json","Wave B implementation package with build, tests and browser Design QA.","Pass for captured package state","Native Windows/SMB/runtime and formal approval remain outside prototype evidence.","OPEN"
"SCR-130","Notifications","Центр уведомлений","P1","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-131","Notifications","Windows desktop notification","P1","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-132","Notifications","Результат notification action","P1","Mapped","PROTOTYPE_EVIDENCE_MAPPED","work/stage_5_prototype/design-qa-stage5-p0.md | work/stage_5_prototype/design-qa-stage5-edge-states.md | work/stage_5_prototype/design-qa-stage5-surfaces.md | work/stage_5_prototype/design-qa-stage5-component-gaps.md","Direction 2 base prototype, P0/resilience/surface/component-gap browser and semantic evidence.","Representative prototype evidence","Per-SCR annotated-frame acceptance, Windows runtime and formal stakeholder approval remain open.","OPEN"
"SCR-133","Search","Глобальный поиск","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_search_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_search_increment/manifest.json","Search increment with permission-safe partial/offline behavior, build, tests and browser QA.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-134","Search","Полные результаты поиска","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_search_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_search_increment/manifest.json","Search increment with permission-safe partial/offline behavior, build, tests and browser QA.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-135","Search","Фильтры поиска","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_search_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_search_increment/manifest.json","Search increment with permission-safe partial/offline behavior, build, tests and browser QA.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-136","Search","Partial/offline search banner","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_search_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_search_increment/manifest.json","Search increment with permission-safe partial/offline behavior, build, tests and browser QA.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-140","Lifecycle","Архив","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_lifecycle_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_lifecycle_increment/manifest.json","Archive/Trash increment with restore, purge, legal-hold, conflict and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-141","Lifecycle","Корзина","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_lifecycle_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_lifecycle_increment/manifest.json","Archive/Trash increment with restore, purge, legal-hold, conflict and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-142","Lifecycle","Восстановление / restore conflict","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_lifecycle_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_lifecycle_increment/manifest.json","Archive/Trash increment with restore, purge, legal-hold, conflict and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-143","Lifecycle","Purge metadata","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_lifecycle_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_lifecycle_increment/manifest.json","Archive/Trash increment with restore, purge, legal-hold, conflict and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-150","Settings","Настройки","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-151","Settings","Профиль","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-152","Settings","Пароль и безопасность","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-153","Settings","Notifications и DND","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-154","Settings","Calendar preferences","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-155","Settings","Startup, tray и device","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-156","Settings","Cache и sync","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-157","Settings","Подключение","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-158","Settings","Доступность","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-159","Settings","Диагностика клиента","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-161","Settings","Мои devices и sessions","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_settings_increment/manifest.json","Settings increment with scope, conflict, security/device/cache/connection and offline evidence.","Pass for captured package state","Formal approval remains Gate work.","OPEN"
"SCR-170","Admin","Администрирование","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-171","Admin","Пользователи","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-172","Admin","Карточка пользователя","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-173","Admin","Создание/активация пользователя","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-174","Admin","Block/deactivate user","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-175","Admin","Отделы","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-176","Admin","Редактор отдела","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-177","Admin","Роли и permissions","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-178","Admin","Редактор role permissions","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-179","Admin","Effective permission diagnostics","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-180","Admin","Устройства","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-181","Admin","Sessions и login attempts","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-182","Admin","Сетевые ресурсы","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_admin_increment/manifest.json","Admin users/departments/roles/sessions/resources increment with capability, guard, conflict and offline evidence.","Pass for captured package state","Formal approval and real authorization/runtime remain Gate work.","OPEN"
"SCR-183","Admin","Состояние системы","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/manifest.json | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/qa/design-qa-wave-c-operations.md","Operations implementation, build, 15/15 tests and approved-browser Design QA pass across Health, Jobs, Backups, Audit, Organization, limited-role and offline states.","Verified in approved in-app Browser","Formal approval and native Windows/runtime evidence remain Gate work.","OPEN"
"SCR-184","Admin","Фоновые задания","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/manifest.json | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/qa/design-qa-wave-c-operations.md","Operations implementation, build, 15/15 tests and approved-browser Design QA pass across Health, Jobs, Backups, Audit, Organization, limited-role and offline states.","Verified in approved in-app Browser","Formal approval and native Windows/runtime evidence remain Gate work.","OPEN"
"SCR-185","Admin","Резервные копии","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/manifest.json | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/qa/design-qa-wave-c-operations.md","Operations implementation, build, 15/15 tests and approved-browser Design QA pass across Health, Jobs, Backups, Audit, Organization, limited-role and offline states.","Verified in approved in-app Browser","Formal approval and native Windows/runtime evidence remain Gate work.","OPEN"
"SCR-186","Admin","Audit","P2","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/manifest.json | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/qa/design-qa-wave-c-operations.md","Operations implementation, build, 15/15 tests and approved-browser Design QA pass across Health, Jobs, Backups, Audit, Organization, limited-role and offline states.","Verified in approved in-app Browser","Formal approval and native Windows/runtime evidence remain Gate work.","OPEN"
"SCR-187","Admin","Organization settings / feature flags","P0","Mapped","VERIFIED_PACKAGE","outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/VALIDATION_REPORT.md | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/manifest.json | outputs/019fa078-3f10-7ec1-99e2-7c1cba4ee3d4/stage_5_3_wave_c_operations_increment/qa/design-qa-wave-c-operations.md","Operations implementation, build, 15/15 tests and approved-browser Design QA pass across Health, Jobs, Backups, Audit, Organization, limited-role and offline states.","Verified in approved in-app Browser","Formal approval and native Windows/runtime evidence remain Gate work.","OPEN"
