Entity ID,Type,Module,Parent IDs,Direct FR,Parent exists,Source present,Given,When,Then,Vague terms,Status,Notes
FR-278,FR,MOD-014,,FR-278,True,True,N/A,N/A,N/A,,Pass,Linked AC: 3
FR-279,FR,MOD-015,,FR-279,True,True,N/A,N/A,N/A,,Pass,Linked AC: 2
BR-001,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-002,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-003,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-004,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-005,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-006,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-007,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-008,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-009,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-010,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-011,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-012,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-013,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-014,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-015,BR,ALL,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-016,BR,MOD-001,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-017,BR,MOD-001,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-018,BR,MOD-001,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-019,BR,MOD-001,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-020,BR,MOD-002,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-021,BR,MOD-002,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-022,BR,MOD-002,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-023,BR,MOD-002,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-024,BR,MOD-003,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-025,BR,MOD-003,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-026,BR,MOD-003,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-027,BR,MOD-003,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-028,BR,MOD-004,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-029,BR,MOD-004,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-030,BR,MOD-004,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-031,BR,MOD-005,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-032,BR,MOD-005,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-033,BR,MOD-005,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-034,BR,MOD-005,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-035,BR,MOD-005,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-036,BR,MOD-006,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-037,BR,MOD-006,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-038,BR,MOD-006,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-039,BR,MOD-006,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-040,BR,MOD-007,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-041,BR,MOD-007,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-042,BR,MOD-007,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-043,BR,MOD-007,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-044,BR,MOD-008,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-045,BR,MOD-008,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-046,BR,MOD-008,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-047,BR,MOD-009,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-048,BR,MOD-009,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-049,BR,MOD-009,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-050,BR,MOD-009,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-051,BR,MOD-010,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-052,BR,MOD-010,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-053,BR,MOD-010,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-054,BR,MOD-010,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-055,BR,MOD-011,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-056,BR,MOD-011,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-057,BR,MOD-011,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-058,BR,MOD-011,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-059,BR,MOD-011,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-060,BR,MOD-012,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-061,BR,MOD-012,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-062,BR,MOD-012,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-063,BR,MOD-013,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-064,BR,MOD-013,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-065,BR,MOD-013,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-066,BR,MOD-013,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-067,BR,MOD-014,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-068,BR,MOD-014,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-069,BR,MOD-014,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-070,BR,MOD-014,FR-159;FR-275;FR-277,FR-159;FR-275;FR-277,True,True,N/A,N/A,N/A,,Pass,
BR-071,BR,MOD-015,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-072,BR,MOD-015,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-073,BR,MOD-015,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-074,BR,MOD-015,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-075,BR,MOD-016,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-076,BR,MOD-016,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-077,BR,MOD-016,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-078,BR,MOD-017,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-079,BR,MOD-017,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-080,BR,MOD-017,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-081,BR,MOD-017,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-082,BR,MOD-018,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-083,BR,MOD-018,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-084,BR,MOD-018,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-085,BR,MOD-019,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-086,BR,MOD-019,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-087,BR,MOD-019,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-088,BR,MOD-019,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-089,BR,MOD-020,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-090,BR,MOD-020,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-091,BR,MOD-020,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-092,BR,MOD-020,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-093,BR,MOD-020,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-094,BR,MOD-021,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-095,BR,MOD-021,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-096,BR,MOD-021,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-097,BR,MOD-021,,,True,True,N/A,N/A,N/A,,Finding,Related FR absent
BR-098,BR,MOD-018,FR-270;FR-271;FR-272,FR-270;FR-271;FR-272,True,True,N/A,N/A,N/A,,Pass,
BR-099,BR,MOD-018,FR-270;FR-271;FR-272,FR-270;FR-271;FR-272,True,True,N/A,N/A,N/A,,Pass,
BR-100,BR,MOD-018,FR-271;FR-274,FR-271;FR-274,True,True,N/A,N/A,N/A,,Pass,
BR-101,BR,MOD-018,FR-271;FR-274,FR-271;FR-274,True,True,N/A,N/A,N/A,,Pass,
BR-102,BR,MOD-018,FR-272,FR-272,True,True,N/A,N/A,N/A,,Pass,
BR-103,BR,MOD-015,FR-279,FR-279,True,True,N/A,N/A,N/A,,Pass,
BR-104,BR,MOD-018,FR-273,FR-273,True,True,N/A,N/A,N/A,,Pass,
BR-105,BR,MOD-014,FR-275;FR-277,FR-275;FR-277,True,True,N/A,N/A,N/A,,Pass,
BR-106,BR,MOD-014,FR-275;FR-277,FR-275;FR-277,True,True,N/A,N/A,N/A,,Pass,
BR-107,BR,MOD-014,FR-277,FR-277,True,True,N/A,N/A,N/A,,Pass,
BR-108,BR,MOD-014,FR-277,FR-277,True,True,N/A,N/A,N/A,,Pass,
BR-109,BR,MOD-014,FR-278,FR-278,True,True,N/A,N/A,N/A,,Pass,
BR-110,BR,MOD-014,FR-276,FR-276,True,True,N/A,N/A,N/A,,Pass,
BR-111,BR,MOD-014,FR-275,FR-275,True,True,N/A,N/A,N/A,,Pass,
BR-112,BR,MOD-014,FR-275;FR-278,FR-275;FR-278,True,True,N/A,N/A,N/A,,Pass,
BR-113,BR,ALL,FR-271;FR-272;FR-275;FR-278,FR-271;FR-272;FR-275;FR-278,True,True,N/A,N/A,N/A,,Pass,
AC-001,AC,ALL,BR-001,,True,True,False,False,False,,Finding,Direct FR link absent
AC-002,AC,ALL,BR-002,,True,True,False,False,False,,Finding,Direct FR link absent
AC-003,AC,ALL,BR-003,,True,True,False,False,False,,Finding,Direct FR link absent
AC-004,AC,ALL,BR-004,,True,True,False,False,False,,Finding,Direct FR link absent
AC-005,AC,ALL,BR-005,,True,True,False,False,False,,Finding,Direct FR link absent
AC-006,AC,ALL,BR-006,,True,True,False,False,False,,Finding,Direct FR link absent
AC-007,AC,ALL,BR-007,,True,True,False,False,False,,Finding,Direct FR link absent
AC-008,AC,ALL,BR-008,,True,True,False,False,False,,Finding,Direct FR link absent
AC-009,AC,ALL,BR-009,,True,True,False,False,False,,Finding,Direct FR link absent
AC-010,AC,ALL,BR-010,,True,True,False,False,False,,Finding,Direct FR link absent
AC-011,AC,ALL,BR-011,,True,True,False,False,False,,Finding,Direct FR link absent
AC-012,AC,ALL,BR-012,,True,True,False,False,False,,Finding,Direct FR link absent
AC-013,AC,ALL,BR-013,,True,True,False,False,False,,Finding,Direct FR link absent
AC-014,AC,ALL,BR-014,,True,True,False,False,False,,Finding,Direct FR link absent
AC-015,AC,ALL,BR-015,,True,True,False,False,False,,Finding,Direct FR link absent
AC-016,AC,MOD-001,BR-016,,True,True,False,False,False,,Finding,Direct FR link absent
AC-017,AC,MOD-001,BR-017,,True,True,False,False,False,,Finding,Direct FR link absent
AC-018,AC,MOD-001,BR-018,,True,True,False,False,False,,Finding,Direct FR link absent
AC-019,AC,MOD-001,BR-019,,True,True,False,False,False,,Finding,Direct FR link absent
AC-020,AC,MOD-002,BR-020,,True,True,False,False,False,,Finding,Direct FR link absent
AC-021,AC,MOD-002,BR-021,,True,True,False,False,False,,Finding,Direct FR link absent
AC-022,AC,MOD-002,BR-022,,True,True,False,False,False,,Finding,Direct FR link absent
AC-023,AC,MOD-002,BR-023,,True,True,False,False,False,,Finding,Direct FR link absent
AC-024,AC,MOD-003,BR-024,,True,True,False,False,False,,Finding,Direct FR link absent
AC-025,AC,MOD-003,BR-025,,True,True,False,False,False,,Finding,Direct FR link absent
AC-026,AC,MOD-003,BR-026,,True,True,False,False,False,,Finding,Direct FR link absent
AC-027,AC,MOD-003,BR-027,,True,True,False,False,False,,Finding,Direct FR link absent
AC-028,AC,MOD-004,BR-028,,True,True,False,False,False,,Finding,Direct FR link absent
AC-029,AC,MOD-004,BR-029,,True,True,False,False,False,,Finding,Direct FR link absent
AC-030,AC,MOD-004,BR-030,,True,True,False,False,False,,Finding,Direct FR link absent
AC-031,AC,MOD-005,BR-031,,True,True,False,False,False,,Finding,Direct FR link absent
AC-032,AC,MOD-005,BR-032,,True,True,False,False,False,,Finding,Direct FR link absent
AC-033,AC,MOD-005,BR-033,,True,True,False,False,False,,Finding,Direct FR link absent
AC-034,AC,MOD-005,BR-034,,True,True,False,False,False,,Finding,Direct FR link absent
AC-035,AC,MOD-005,BR-035,,True,True,False,False,False,,Finding,Direct FR link absent
AC-036,AC,MOD-006,BR-036,,True,True,False,False,False,,Finding,Direct FR link absent
AC-037,AC,MOD-006,BR-037,,True,True,False,False,False,,Finding,Direct FR link absent
AC-038,AC,MOD-006,BR-038,,True,True,False,False,False,,Finding,Direct FR link absent
AC-039,AC,MOD-006,BR-039,,True,True,False,False,False,,Finding,Direct FR link absent
AC-040,AC,MOD-007,BR-040,,True,True,False,False,False,,Finding,Direct FR link absent
AC-041,AC,MOD-007,BR-041,,True,True,False,False,False,,Finding,Direct FR link absent
AC-042,AC,MOD-007,BR-042,,True,True,False,False,False,,Finding,Direct FR link absent
AC-043,AC,MOD-007,BR-043,,True,True,False,False,False,,Finding,Direct FR link absent
AC-044,AC,MOD-008,BR-044,,True,True,False,False,False,,Finding,Direct FR link absent
AC-045,AC,MOD-008,BR-045,,True,True,False,False,False,,Finding,Direct FR link absent
AC-046,AC,MOD-008,BR-046,,True,True,False,False,False,,Finding,Direct FR link absent
AC-047,AC,MOD-009,BR-047,,True,True,False,False,False,,Finding,Direct FR link absent
AC-048,AC,MOD-009,BR-048,,True,True,False,False,False,,Finding,Direct FR link absent
AC-049,AC,MOD-009,BR-049,,True,True,False,False,False,,Finding,Direct FR link absent
AC-050,AC,MOD-009,BR-050,,True,True,False,False,False,,Finding,Direct FR link absent
AC-051,AC,MOD-010,BR-051,,True,True,False,False,False,,Finding,Direct FR link absent
AC-052,AC,MOD-010,BR-052,,True,True,False,False,False,,Finding,Direct FR link absent
AC-053,AC,MOD-010,BR-053,,True,True,False,False,False,,Finding,Direct FR link absent
AC-054,AC,MOD-010,BR-054,,True,True,False,False,False,,Finding,Direct FR link absent
AC-055,AC,MOD-011,BR-055,,True,True,False,False,False,,Finding,Direct FR link absent
AC-056,AC,MOD-011,BR-056,,True,True,False,False,False,,Finding,Direct FR link absent
AC-057,AC,MOD-011,BR-057,,True,True,False,False,False,,Finding,Direct FR link absent
AC-058,AC,MOD-011,BR-058,,True,True,False,False,False,,Finding,Direct FR link absent
AC-059,AC,MOD-011,BR-059,,True,True,False,False,False,,Finding,Direct FR link absent
AC-060,AC,MOD-012,BR-060,,True,True,False,False,False,,Finding,Direct FR link absent
AC-061,AC,MOD-012,BR-061,,True,True,False,False,False,,Finding,Direct FR link absent
AC-062,AC,MOD-012,BR-062,,True,True,False,False,False,,Finding,Direct FR link absent
AC-063,AC,MOD-013,BR-063,,True,True,False,False,False,,Finding,Direct FR link absent
AC-064,AC,MOD-013,BR-064,,True,True,False,False,False,,Finding,Direct FR link absent
AC-065,AC,MOD-013,BR-065,,True,True,False,False,False,,Finding,Direct FR link absent
AC-066,AC,MOD-013,BR-066,,True,True,False,False,False,,Finding,Direct FR link absent
AC-067,AC,MOD-014,BR-067,,True,True,False,False,False,,Finding,Direct FR link absent
AC-068,AC,MOD-014,BR-068,,True,True,False,False,False,,Finding,Direct FR link absent
AC-069,AC,MOD-014,BR-069,,True,True,False,False,False,,Finding,Direct FR link absent
AC-070,AC,MOD-014,BR-070,,True,True,True,True,True,,Finding,Direct FR link absent
AC-071,AC,MOD-015,BR-071,,True,True,False,False,False,,Finding,Direct FR link absent
AC-072,AC,MOD-015,BR-072,,True,True,False,False,False,,Finding,Direct FR link absent
AC-073,AC,MOD-015,BR-073,,True,True,False,False,False,,Finding,Direct FR link absent
AC-074,AC,MOD-015,BR-074,,True,True,False,False,False,,Finding,Direct FR link absent
AC-075,AC,MOD-016,BR-075,,True,True,False,False,False,,Finding,Direct FR link absent
AC-076,AC,MOD-016,BR-076,,True,True,False,False,False,,Finding,Direct FR link absent
AC-077,AC,MOD-016,BR-077,,True,True,False,False,False,,Finding,Direct FR link absent
AC-078,AC,MOD-017,BR-078,,True,True,False,False,False,,Finding,Direct FR link absent
AC-079,AC,MOD-017,BR-079,,True,True,False,False,False,,Finding,Direct FR link absent
AC-080,AC,MOD-017,BR-080,,True,True,False,False,False,,Finding,Direct FR link absent
AC-081,AC,MOD-017,BR-081,,True,True,False,False,False,,Finding,Direct FR link absent
AC-082,AC,MOD-018,BR-082,,True,True,False,False,False,,Finding,Direct FR link absent
AC-083,AC,MOD-018,BR-083,,True,True,False,False,False,,Finding,Direct FR link absent
AC-084,AC,MOD-018,BR-084,,True,True,False,False,False,,Finding,Direct FR link absent
AC-085,AC,MOD-019,BR-085,,True,True,False,False,False,,Finding,Direct FR link absent
AC-086,AC,MOD-019,BR-086,,True,True,False,False,False,,Finding,Direct FR link absent
AC-087,AC,MOD-019,BR-087,,True,True,False,False,False,,Finding,Direct FR link absent
AC-088,AC,MOD-019,BR-088,,True,True,False,False,False,,Finding,Direct FR link absent
AC-089,AC,MOD-020,BR-089,,True,True,False,False,False,,Finding,Direct FR link absent
AC-090,AC,MOD-020,BR-090,,True,True,False,False,False,,Finding,Direct FR link absent
AC-091,AC,MOD-020,BR-091,,True,True,False,False,False,,Finding,Direct FR link absent
AC-092,AC,MOD-020,BR-092,,True,True,False,False,False,,Finding,Direct FR link absent
AC-093,AC,MOD-020,BR-093,,True,True,False,False,False,,Finding,Direct FR link absent
AC-094,AC,MOD-021,BR-094,,True,True,False,False,False,,Finding,Direct FR link absent
AC-095,AC,MOD-021,BR-095,,True,True,False,False,False,,Finding,Direct FR link absent
AC-096,AC,MOD-021,BR-096,,True,True,False,False,False,,Finding,Direct FR link absent
AC-097,AC,MOD-021,BR-097,,True,True,False,False,False,,Finding,Direct FR link absent
AC-098,AC,MOD-001,FR-001,FR-001,True,True,True,True,True,,Pass,
AC-099,AC,MOD-001,FR-001,FR-001,True,True,True,True,True,,Pass,
AC-100,AC,MOD-001,FR-001,FR-001,True,True,True,True,True,,Pass,
AC-101,AC,MOD-001,FR-001,FR-001,True,True,True,True,True,,Pass,
AC-102,AC,MOD-001,FR-001,FR-001,True,True,True,True,True,,Pass,
AC-103,AC,MOD-001,FR-001,FR-001,True,True,True,True,True,,Pass,
AC-104,AC,MOD-001,FR-002,FR-002,True,True,True,True,True,,Pass,
AC-105,AC,MOD-001,FR-002,FR-002,True,True,True,True,True,,Pass,
AC-106,AC,MOD-001,FR-002,FR-002,True,True,True,True,True,,Pass,
AC-107,AC,MOD-001,FR-002,FR-002,True,True,True,True,True,,Pass,
AC-108,AC,MOD-001,FR-002,FR-002,True,True,True,True,True,,Pass,
AC-109,AC,MOD-001,FR-002,FR-002,True,True,True,True,True,,Pass,
AC-110,AC,MOD-001,FR-003,FR-003,True,True,True,True,True,,Pass,
AC-111,AC,MOD-001,FR-003,FR-003,True,True,True,True,True,,Pass,
AC-112,AC,MOD-001,FR-003,FR-003,True,True,True,True,True,,Pass,
AC-113,AC,MOD-001,FR-004,FR-004,True,True,False,False,False,,Finding,
AC-114,AC,MOD-001,FR-004,FR-004,True,True,True,True,True,,Pass,
AC-115,AC,MOD-001,FR-004,FR-004,True,True,True,True,True,,Pass,
AC-116,AC,MOD-001,FR-005,FR-005,True,True,True,True,True,,Pass,
AC-117,AC,MOD-001,FR-005,FR-005,True,True,True,True,True,,Pass,
AC-118,AC,MOD-001,FR-005,FR-005,True,True,True,True,True,,Pass,
AC-119,AC,MOD-001,FR-006,FR-006,True,True,True,True,True,,Pass,
AC-120,AC,MOD-001,FR-006,FR-006,True,True,True,True,True,,Pass,
AC-121,AC,MOD-001,FR-006,FR-006,True,True,True,True,True,,Pass,
AC-122,AC,MOD-001,FR-006,FR-006,True,True,True,True,True,,Pass,
AC-123,AC,MOD-001,FR-006,FR-006,True,True,True,True,True,,Pass,
AC-124,AC,MOD-001,FR-007,FR-007,True,True,True,True,True,,Pass,
AC-125,AC,MOD-001,FR-007,FR-007,True,True,True,True,True,,Pass,
AC-126,AC,MOD-001,FR-007,FR-007,True,True,True,True,True,,Pass,
AC-127,AC,MOD-001,FR-007,FR-007,True,True,True,True,True,,Pass,
AC-128,AC,MOD-001,FR-008,FR-008,True,True,False,False,False,,Finding,
AC-129,AC,MOD-001,FR-008,FR-008,True,True,True,True,True,,Pass,
AC-130,AC,MOD-001,FR-009,FR-009,True,True,False,False,False,,Finding,
AC-131,AC,MOD-001,FR-009,FR-009,True,True,True,True,True,,Pass,
AC-132,AC,MOD-001,FR-009,FR-009,True,True,True,True,True,,Pass,
AC-133,AC,MOD-001,FR-010,FR-010,True,True,True,True,True,,Pass,
AC-134,AC,MOD-001,FR-010,FR-010,True,True,True,True,True,,Pass,
AC-135,AC,MOD-001,FR-010,FR-010,True,True,True,True,True,,Pass,
AC-136,AC,MOD-001,FR-010,FR-010,True,True,True,True,True,,Pass,
AC-137,AC,MOD-002,FR-011,FR-011,True,True,False,False,False,,Finding,
AC-138,AC,MOD-002,FR-011,FR-011,True,True,True,True,True,,Pass,
AC-139,AC,MOD-002,FR-012,FR-012,True,True,False,False,False,,Finding,
AC-140,AC,MOD-002,FR-012,FR-012,True,True,True,True,True,,Pass,
AC-141,AC,MOD-002,FR-013,FR-013,True,True,False,False,False,,Finding,
AC-142,AC,MOD-002,FR-014,FR-014,True,True,False,False,False,,Finding,
AC-143,AC,MOD-002,FR-015,FR-015,True,True,False,False,False,,Finding,
AC-144,AC,MOD-002,FR-015,FR-015,True,True,True,True,True,,Pass,
AC-145,AC,MOD-002,FR-016,FR-016,True,True,False,False,False,,Finding,
AC-146,AC,MOD-002,FR-016,FR-016,True,True,True,True,True,,Pass,
AC-147,AC,MOD-003,FR-017,FR-017,True,True,False,False,False,,Finding,
AC-148,AC,MOD-003,FR-017,FR-017,True,True,True,True,True,,Pass,
AC-149,AC,MOD-003,FR-017,FR-017,True,True,True,True,True,,Pass,
AC-150,AC,MOD-003,FR-017,FR-017,True,True,True,True,True,,Pass,
AC-151,AC,MOD-004,FR-018,FR-018,True,True,False,False,False,,Finding,
AC-152,AC,MOD-004,FR-018,FR-018,True,True,True,True,True,,Pass,
AC-153,AC,MOD-004,FR-018,FR-018,True,True,True,True,True,,Pass,
AC-154,AC,MOD-004,FR-019,FR-019,True,True,True,True,True,,Pass,
AC-155,AC,MOD-004,FR-019,FR-019,True,True,True,True,True,,Pass,
AC-156,AC,MOD-004,FR-019,FR-019,True,True,True,True,True,,Pass,
AC-157,AC,MOD-004,FR-019,FR-019,True,True,True,True,True,,Pass,
AC-158,AC,MOD-004,FR-019,FR-019,True,True,True,True,True,,Pass,
AC-159,AC,MOD-004,FR-019,FR-019,True,True,True,True,True,,Pass,
AC-160,AC,MOD-004,FR-019,FR-019,True,True,True,True,True,,Pass,
AC-161,AC,MOD-004,FR-020,FR-020,True,True,True,True,True,,Pass,
AC-162,AC,MOD-004,FR-020,FR-020,True,True,True,True,True,,Pass,
AC-163,AC,MOD-004,FR-020,FR-020,True,True,True,True,True,,Pass,
AC-164,AC,MOD-004,FR-020,FR-020,True,True,True,True,True,,Pass,
AC-165,AC,MOD-004,FR-020,FR-020,True,True,True,True,True,,Pass,
AC-166,AC,MOD-004,FR-020,FR-020,True,True,True,True,True,,Pass,
AC-167,AC,MOD-004,FR-021,FR-021,True,True,False,False,False,,Finding,
AC-168,AC,MOD-004,FR-021,FR-021,True,True,True,True,True,,Pass,
AC-169,AC,MOD-004,FR-021,FR-021,True,True,True,True,True,,Pass,
AC-170,AC,MOD-004,FR-022,FR-022,True,True,True,True,True,,Pass,
AC-171,AC,MOD-004,FR-022,FR-022,True,True,True,True,True,,Pass,
AC-172,AC,MOD-004,FR-022,FR-022,True,True,True,True,True,,Pass,
AC-173,AC,MOD-004,FR-022,FR-022,True,True,True,True,True,,Pass,
AC-174,AC,MOD-004,FR-022,FR-022,True,True,True,True,True,,Pass,
AC-175,AC,MOD-004,FR-022,FR-022,True,True,True,True,True,,Pass,
AC-176,AC,MOD-004,FR-022,FR-022,True,True,True,True,True,,Pass,
AC-177,AC,MOD-004,FR-023,FR-023,True,True,True,True,True,,Pass,
AC-178,AC,MOD-004,FR-023,FR-023,True,True,True,True,True,,Pass,
AC-179,AC,MOD-004,FR-023,FR-023,True,True,True,True,True,,Pass,
AC-180,AC,MOD-004,FR-023,FR-023,True,True,True,True,True,,Pass,
AC-181,AC,MOD-004,FR-023,FR-023,True,True,True,True,True,,Pass,
AC-182,AC,MOD-004,FR-023,FR-023,True,True,True,True,True,,Pass,
AC-183,AC,MOD-004,FR-023,FR-023,True,True,True,True,True,,Pass,
AC-184,AC,MOD-004,FR-023,FR-023,True,True,True,True,True,,Pass,
AC-185,AC,MOD-004,FR-024,FR-024,True,True,True,True,True,,Pass,
AC-186,AC,MOD-004,FR-024,FR-024,True,True,True,True,True,,Pass,
AC-187,AC,MOD-004,FR-024,FR-024,True,True,True,True,True,,Pass,
AC-188,AC,MOD-004,FR-024,FR-024,True,True,True,True,True,,Pass,
AC-189,AC,MOD-004,FR-024,FR-024,True,True,True,True,True,,Pass,
AC-190,AC,MOD-004,FR-024,FR-024,True,True,True,True,True,,Pass,
AC-191,AC,MOD-004,FR-024,FR-024,True,True,True,True,True,,Pass,
AC-192,AC,MOD-004,FR-024,FR-024,True,True,True,True,True,,Pass,
AC-193,AC,MOD-004,FR-025,FR-025,True,True,True,True,True,,Pass,
AC-194,AC,MOD-004,FR-025,FR-025,True,True,True,True,True,,Pass,
AC-195,AC,MOD-004,FR-025,FR-025,True,True,True,True,True,,Pass,
AC-196,AC,MOD-004,FR-025,FR-025,True,True,True,True,True,,Pass,
AC-197,AC,MOD-004,FR-025,FR-025,True,True,True,True,True,,Pass,
AC-198,AC,MOD-004,FR-025,FR-025,True,True,True,True,True,,Pass,
AC-199,AC,MOD-004,FR-025,FR-025,True,True,True,True,True,,Pass,
AC-200,AC,MOD-004,FR-025,FR-025,True,True,True,True,True,,Pass,
AC-201,AC,MOD-005,FR-026,FR-026,True,True,False,False,False,,Finding,
AC-202,AC,MOD-005,FR-026,FR-026,True,True,True,True,True,,Pass,
AC-203,AC,MOD-005,FR-026,FR-026,True,True,True,True,True,,Pass,
AC-204,AC,MOD-005,FR-027,FR-027,True,True,True,True,True,,Pass,
AC-205,AC,MOD-005,FR-027,FR-027,True,True,True,True,True,,Pass,
AC-206,AC,MOD-005,FR-027,FR-027,True,True,True,True,True,,Pass,
AC-207,AC,MOD-005,FR-027,FR-027,True,True,True,True,True,,Pass,
AC-208,AC,MOD-005,FR-027,FR-027,True,True,True,True,True,,Pass,
AC-209,AC,MOD-005,FR-027,FR-027,True,True,True,True,True,,Pass,
