"Component ID","Component","Library path","Library tier","Priority","Surface count","SCR IDs","FLOW count","FLOW IDs","Modules","Surface types","Required variants","Related canonical STATE","Related NFR","Accessibility contract","Behavior contract","Failure rule","Implementation readiness","Evidence","Remaining verification","Spec version","Freeze status"
"CMP-031","ReminderEditor","Task/Domain/ReminderEditor","05 Domain Components","P1","22","SCR-010; SCR-011; SCR-020; SCR-021; SCR-022; SCR-023; SCR-024; SCR-025; SCR-026; SCR-027; SCR-028; SCR-029; SCR-030; SCR-031; SCR-032; SCR-033; SCR-034; SCR-035; SCR-036; SCR-130; SCR-131; SCR-132","16","FLOW-004; FLOW-005; FLOW-006; FLOW-007; FLOW-008; FLOW-009; FLOW-010; FLOW-011; FLOW-012; FLOW-020; FLOW-021; FLOW-025; FLOW-026; FLOW-027; FLOW-033; FLOW-034","Notifications; Tasks; Today","action bar; context menu; dialog; dialog/page; dialog/panel; page; page/dialog; page/panel; panel; panel/dialog; popover/dialog; side panel; system notification; tab/panel; toast/inline","none | scheduled | invalid | disabled","","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Creates, edits or removes reminder timing with validation and target-availability recheck.","Current server capability and object version remain authoritative.","Prototype-verified","work/stage_5_prototype/src/App.jsx#TaskEditorDialog; work/stage_5_prototype/implementation-direction2-task-scheduling-lower.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-032","FileLocationView","Task/Domain/FileLocationView","05 Domain Components","P1","21","SCR-004; SCR-021; SCR-024; SCR-065; SCR-080; SCR-081; SCR-082; SCR-083; SCR-084; SCR-085; SCR-086; SCR-087; SCR-088; SCR-089; SCR-090; SCR-118; SCR-135; SCR-151; SCR-172; SCR-173; SCR-210","25","FLOW-001; FLOW-002; FLOW-004; FLOW-005; FLOW-006; FLOW-007; FLOW-008; FLOW-009; FLOW-010; FLOW-011; FLOW-012; FLOW-015; FLOW-016; FLOW-017; FLOW-019; FLOW-022; FLOW-023; FLOW-024; FLOW-025; FLOW-026; FLOW-027; FLOW-029; FLOW-034; FLOW-036; FLOW-037","Admin; CRM; Files; Projects; Search; Settings; Shell; Tasks","admin page; admin page/dialog; context menu; dialog; dialog/flow; native dialog; page; page/side panel; panel; panel/dialog; recovery dialog; settings section; shell; tab; tab/dialog; tab/panel","available | unavailable | forbidden | diagnostics","ObjectUnavailable; Forbidden; ServerUnavailable","NFR-002; NFR-003; NFR-004; NFR-005; NFR-018; NFR-019; NFR-020","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Shows verified file locations and separates unavailable, forbidden and diagnostic outcomes.","Current server capability and object version remain authoritative.","Prototype-verified","work/stage_5_prototype/src/App.jsx#task-details-file-location-view; work/stage_5_prototype/edge-file-location-unavailable.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-033","RecurrenceEditor","Task/Domain/RecurrenceEditor","05 Domain Components","P1","19","SCR-003; SCR-006; SCR-020; SCR-021; SCR-022; SCR-023; SCR-024; SCR-025; SCR-026; SCR-027; SCR-028; SCR-029; SCR-030; SCR-031; SCR-032; SCR-033; SCR-034; SCR-035; SCR-036","19","FLOW-001; FLOW-002; FLOW-003; FLOW-004; FLOW-005; FLOW-006; FLOW-007; FLOW-008; FLOW-009; FLOW-010; FLOW-011; FLOW-012; FLOW-021; FLOW-024; FLOW-025; FLOW-026; FLOW-027; FLOW-033; FLOW-034","Auth; Sync; Tasks","action bar; blocking dialog/page; context menu; dialog; dialog/page; dialog/panel; page; page/dialog; panel; panel/dialog; popover/dialog; side panel; tab/panel","none | rule | exception | invalid","","NFR-002; NFR-003; NFR-004; NFR-005; NFR-007","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Builds recurrence rules, exceptions and termination with preview and DST/conflict validation.","Current server capability and object version remain authoritative.","Prototype-verified","work/stage_5_prototype/src/App.jsx#TaskEditorDialog; work/stage_5_prototype/implementation-direction2-task-scheduling-lower.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-034","ProgressIndicator","Task/State/ProgressIndicator","04 State Components","P1","18","SCR-001; SCR-002; SCR-003; SCR-010; SCR-020; SCR-024; SCR-027; SCR-035; SCR-040; SCR-061; SCR-080; SCR-133; SCR-134; SCR-160; SCR-186; SCR-200; SCR-206; SCR-209","24","FLOW-001; FLOW-002; FLOW-003; FLOW-004; FLOW-005; FLOW-006; FLOW-007; FLOW-008; FLOW-009; FLOW-010; FLOW-011; FLOW-012; FLOW-013; FLOW-014; FLOW-015; FLOW-019; FLOW-022; FLOW-023; FLOW-024; FLOW-025; FLOW-031; FLOW-032; FLOW-033; FLOW-035","Admin; Auth; Calendar; Files; Projects; Search; Shared; Sync; Tasks; Today","admin page; dialog; dialog/panel; overlay/page; page; page/dialog; popover/panel; side panel; status popover; tab/panel","determinate | indeterminate | paused | failed","","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Communicates determinate, indeterminate, paused or failed progress with a text equivalent.","Never rely on color alone; state text and a safe recovery consequence are required.","Prototype-verified","work/stage_5_prototype/src/App.jsx#AuthSurface/ProjectsSurface; work/stage_5_prototype/edge-bootstrap-repeated-failure.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-035","LifecycleBanner","Task/State/LifecycleBanner","04 State Components","P1","15","SCR-023; SCR-024; SCR-032; SCR-034; SCR-044; SCR-061; SCR-062; SCR-072; SCR-081; SCR-089; SCR-111; SCR-113; SCR-119; SCR-140; SCR-141","23","FLOW-004; FLOW-005; FLOW-006; FLOW-007; FLOW-008; FLOW-009; FLOW-010; FLOW-011; FLOW-012; FLOW-013; FLOW-014; FLOW-015; FLOW-016; FLOW-017; FLOW-018; FLOW-025; FLOW-026; FLOW-027; FLOW-028; FLOW-031; FLOW-035; FLOW-036; FLOW-037","Calendar; CRM; Files; Lifecycle; Projects; Tasks","context menu; dialog/context menu; dialog/page; page; page/dialog; page/side panel; tab","active | completed | archived | trashed","Archived; Trashed","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Explains active/completed/archived/trashed lifecycle and the actions still allowed.","Never rely on color alone; state text and a safe recovery consequence are required.","Prototype-verified","work/stage_5_prototype/src/App.jsx#ProjectsSurface; work/stage_5_prototype/implementation-direction2-project-history.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-036","NotificationItem","Task/Domain/NotificationItem","05 Domain Components","P1","15","SCR-130; SCR-131; SCR-132; SCR-150; SCR-151; SCR-152; SCR-153; SCR-154; SCR-155; SCR-156; SCR-157; SCR-158; SCR-159; SCR-161; SCR-212","3","FLOW-020; FLOW-021; FLOW-035","Notifications; Settings; Shell","page/panel; settings section; settings shell; settings/dialog; system integration; system notification; toast/inline","unread | read | unavailable-target | action-failed","","NFR-002; NFR-003; NFR-004; NFR-005; NFR-024","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Shows unread/read notification context and rechecks the target before applying an action.","Recheck target/version/capability before action; changed targets show current state and no false success.","Prototype-verified","work/stage_5_prototype/src/App.jsx#NotificationCenter; work/stage_5_prototype/edge-notification-target-changed.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-037","SearchBox","Task/Core/SearchBox","03 Core Components","P1","15","SCR-004; SCR-020; SCR-024; SCR-029; SCR-061; SCR-081; SCR-110; SCR-111; SCR-113; SCR-133; SCR-134; SCR-135; SCR-136; SCR-186; SCR-200","26","FLOW-001; FLOW-002; FLOW-004; FLOW-005; FLOW-006; FLOW-007; FLOW-008; FLOW-009; FLOW-010; FLOW-011; FLOW-012; FLOW-013; FLOW-014; FLOW-015; FLOW-016; FLOW-017; FLOW-018; FLOW-019; FLOW-022; FLOW-023; FLOW-024; FLOW-025; FLOW-033; FLOW-035; FLOW-036; FLOW-037","Admin; CRM; Files; Projects; Search; Shared; Shell; Tasks","admin page; banner/empty; dialog; overlay/page; page; page/side panel; panel; shell; side panel","idle | typing | loading | results | no-results","Loading; Empty; FilteredEmpty; PartialAccess","NFR-002; NFR-003; NFR-004; NFR-005; NFR-008; NFR-023; NFR-025","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Provides labelled query input, loading/results/no-results feedback and keyboard selection.","Preserve accessible name, focus context and user input when the operation cannot complete.","Prototype-verified","work/stage_5_prototype/src/App.jsx; work/stage_5_prototype/src/styles.css; work/stage_5_prototype/design-qa-stage5-surfaces.md","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-038","RedactionMarker","Task/State/RedactionMarker","04 State Components","P1","10","SCR-036; SCR-066; SCR-068; SCR-090; SCR-115; SCR-118; SCR-133; SCR-134; SCR-186; SCR-201","6","FLOW-015; FLOW-016; FLOW-018; FLOW-019; FLOW-036; FLOW-037","Admin; CRM; Files; Projects; Search; Shared; Tasks","admin page; overlay/page; page; panel/dialog; panel/page; tab; tab/panel","partial-access | unavailable | anonymized","PartialAccess; ObjectUnavailable","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Explains partial or unavailable access without revealing protected identity or object data.","Server authorization is authoritative; hidden targets must not be disclosed.","Prototype-verified","work/stage_5_prototype/src/App.jsx; work/stage_5_prototype/src/styles.css; work/stage_5_prototype/design-qa-stage5-surfaces.md","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-039","Pagination","Task/Pattern/Pagination","06 Patterns","P1","7","SCR-003; SCR-133; SCR-134; SCR-135; SCR-156; SCR-160; SCR-206","6","FLOW-001; FLOW-002; FLOW-019; FLOW-022; FLOW-023; FLOW-024","Search; Settings; Sync","overlay/page; page; panel; popover/panel; settings section; status popover","first | middle | last | loading","","NFR-002; NFR-003; NFR-004; NFR-005; NFR-006; NFR-023; NFR-025","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Moves through stable result pages, exposes current page and disables impossible directions.","Preserve accessible name, focus context and user input when the operation cannot complete.","Prototype-verified","work/stage_5_prototype/src/App.jsx#TasksSurface; work/stage_5_prototype/implementation-direction2-tasks-final.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-040","PopoverSurface","Task/Pattern/PopoverSurface","06 Patterns","P1","7","SCR-005; SCR-008; SCR-022; SCR-133; SCR-160; SCR-204; SCR-206","6","FLOW-005; FLOW-019; FLOW-022; FLOW-023; FLOW-024; FLOW-034","Search; Shared; Shell; Sync; Tasks","overlay; overlay/page; popover; popover/dialog; popover/panel; status popover","open | loading | error | closing","","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Anchors a non-blocking surface, supports Escape/outside dismissal and returns focus to its invoker.","Preserve accessible name, focus context and user input when the operation cannot complete.","Prototype-verified","work/stage_5_prototype/src/App.jsx#NotificationCenter/ProfileMenu; work/stage_5_prototype/edge-notification-target-changed.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-041","ContextMenu","Task/Pattern/ContextMenu","06 Patterns","P1","6","SCR-014; SCR-034; SCR-072; SCR-089; SCR-119; SCR-207","6","FLOW-007; FLOW-008; FLOW-026; FLOW-027; FLOW-034; FLOW-035","CRM; Files; Inbox; Projects; Shared; Tasks","context menu; dialog/context menu","available | capability-filtered | disabled-with-reason","","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Shows only capability-safe contextual actions and provides disabled reasons when disclosure is allowed.","Preserve accessible name, focus context and user input when the operation cannot complete.","Prototype-verified","work/stage_5_prototype/src/App.jsx#TasksSurface; work/stage_5_prototype/design-qa-stage5-component-gaps.md","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-042","BulkResultSummary","Task/State/BulkResultSummary","04 State Components","P2","4","SCR-012; SCR-031; SCR-062; SCR-213","2","FLOW-033; FLOW-034","Inbox; Projects; Shared; Tasks","action bar; page; tab","success | partial | failed | retryable","ObjectUnavailable","NFR-002; NFR-003; NFR-004; NFR-005; NFR-025","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Summarizes successful, failed and retryable batch outcomes without hiding partial failure.","Never rely on color alone; state text and a safe recovery consequence are required.","Prototype-verified","work/stage_5_prototype/src/App.jsx#TasksSurface; work/stage_5_prototype/implementation-direction2-bulk-actions.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-043","CommentThread","Task/Domain/CommentThread","05 Domain Components","P2","4","SCR-024; SCR-035; SCR-067; SCR-202","10","FLOW-004; FLOW-005; FLOW-006; FLOW-007; FLOW-008; FLOW-009; FLOW-010; FLOW-011; FLOW-012; FLOW-025","Projects; Shared; Tasks","page; panel; tab; tab/panel","loading | content | empty | unavailable","","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Displays authorized comments, empty/loading states and safe unavailable behavior.","Current server capability and object version remain authoritative.","Prototype-verified","work/stage_5_prototype/src/App.jsx; work/stage_5_prototype/src/styles.css; work/stage_5_prototype/design-qa-stage5-surfaces.md","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-044","SelectionBar","Task/Pattern/SelectionBar","06 Patterns","P2","4","SCR-020; SCR-031; SCR-080; SCR-213","4","FLOW-007; FLOW-008; FLOW-015; FLOW-033","Files; Shared; Tasks","action bar; page","single | multi | partial-capability | busy","","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Summarizes one/many selected items and exposes only actions valid for the current capability mix.","Preserve accessible name, focus context and user input when the operation cannot complete.","Prototype-verified","work/stage_5_prototype/src/App.jsx#TasksSurface; work/stage_5_prototype/implementation-direction2-bulk-actions.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
"CMP-045","TreeView","Task/Pattern/TreeView","06 Patterns","P2","2","SCR-020; SCR-080","4","FLOW-007; FLOW-008; FLOW-015; FLOW-033","Files; Tasks","page","collapsed | expanded | loading-children | unavailable","","NFR-002; NFR-003; NFR-004; NFR-005","Visible focus; keyboard path; UIA name/role/state/value; non-color semantics; 200% scaling; long RU text","Presents expandable hierarchy with selected/expanded semantics and safe loading/unavailable children.","Preserve accessible name, focus context and user input when the operation cannot complete.","Prototype-verified","work/stage_5_prototype/src/App.jsx#ProjectsSurface; work/stage_5_prototype/implementation-direction2-projects-final.png","Formal library frame, Windows runtime measurements and remaining module variants","0.9","Frozen for Gate 5.2 candidate"
