Operation ID,Method,Path,OpenAPI line,Request,Response,Permission,HTTP codes,Idempotency,Locking,FR IDs,AC IDs,UX IDs,Permission refs valid,Stable error refs valid,Coverage status,Evidence
POST_api_v1_catalog_items_id_move,POST,/api/v1/catalog-items/{id}/move,4567,CatalogMoveRequest,CatalogItem,FileCatalog.Update,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match,FR-107,AC-693;AC-694;AC-695;AC-696;AC-697;AC-698;AC-699;AC-700,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_catalog_items_id_resolve_location,POST,/api/v1/catalog-items/{id}/resolve-location,4689,ResolveLocationRequest,ResolvedLocation,FileReference.Open,"200,400,401,403,404,409,422",Idempotency-Key,—,FR-108,AC-701;AC-702;AC-703;AC-704;AC-705;AC-706;AC-707;AC-708,SCR-090;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_catalog_items_id_restore,POST,/api/v1/catalog-items/{id}/restore,4797,RestoreRequest,CatalogItem,FileCatalog.Restore,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match/trashed version,FR-109,AC-709;AC-710;AC-711;AC-712;AC-713;AC-714;AC-715;AC-716,FLOW-028;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_catalog_items_id_unarchive,POST,/api/v1/catalog-items/{id}/unarchive,4911,—,CatalogItem,FileCatalog.Update,"200,401,403,404,409,412,428",Idempotent,If-Match required,FR-110,AC-717;AC-718;AC-719;AC-720;AC-721;AC-722,FLOW-026;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_catalog_tree,GET,/api/v1/catalog/tree,5003,"query:parentId,depth,includeArchived",CatalogTree,FileCatalog.Read,"200,400,401,403",Safe,—,FR-111,AC-723;AC-724;AC-725,STATE-008;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_comments_id_restore,POST,/api/v1/comments/{id}/restore,5082,—,Comment,Comment.Moderate,"200,401,403,404,409,412,428",Idempotent,If-Match,FR-135,AC-872;AC-873;AC-874;AC-875;AC-876;AC-877,FLOW-028;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_comments_id_versions,GET,/api/v1/comments/{id}/versions,5174,query:page,Page<CommentVersion>,History.Read,"200,401,403,404",Safe,—,FR-136,AC-878;AC-879;AC-880,STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_companies,GET,/api/v1/companies,5247,"query: filter,sort,page,cursor",Page<Company>,Contact.Read,"200,400,401,403",Safe,—,FR-113;FR-116,AC-732;AC-733;AC-734;AC-748;AC-749;AC-750,SCR-114;STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_companies,POST,/api/v1/companies,5338,CompanyCreate,Company,Contact.Create,"201,400,401,403,409,422",Idempotency-Key,—,FR-114;FR-118;FR-119;FR-121;FR-122,AC-735;AC-736;AC-737;AC-738;AC-739;AC-740;AC-741;AC-758;AC-759;AC-760;AC-761;AC-762;AC-763;AC-764;AC-765;AC-766;AC-767;AC-768;AC-769;AC-770;AC-771;AC-772;AC-773;AC-780;AC-781;AC-782;AC-783;AC-784;AC-785;AC-786;AC-787;AC-788;AC-789;AC-790;AC-791;AC-792;AC-793,FLOW-026;FLOW-028;SCR-114;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_companies_id,DELETE,/api/v1/companies/{id},5432,path:id,DeletionReceipt,Contact.Delete,"202,401,403,404,409,412,428",Idempotent,If-Match required,FR-115;FR-120,AC-742;AC-743;AC-744;AC-745;AC-746;AC-747;AC-774;AC-775;AC-776;AC-777;AC-778;AC-779,FLOW-027;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_companies_id,GET,/api/v1/companies/{id},5523,path:id,Company,Contact.Read,"200,401,403,404",Safe,—,FR-116,AC-748;AC-749;AC-750,SCR-114;STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_companies_id,PATCH,/api/v1/companies/{id},5583,CompanyPatch,Company,Contact.Update,"200,400,401,403,404,409,412,422,428",Conditional,If-Match required,FR-117,AC-751;AC-752;AC-753;AC-754;AC-755;AC-756;AC-757,SCR-114;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_companies_id_archive,POST,/api/v1/companies/{id}/archive,5702,ArchiveRequest,Company,Contact.Update,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match required,FR-118,AC-758;AC-759;AC-760;AC-761;AC-762;AC-763;AC-764;AC-765,FLOW-026;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_companies_id_contacts,POST,/api/v1/companies/{id}/contacts,5816,ContactCompanyRoleCreate,ContactCompanyRole,Contact.Update,"201,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match company,FR-119,AC-766;AC-767;AC-768;AC-769;AC-770;AC-771;AC-772;AC-773,SCR-114;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_companies_id_contacts_contactId,DELETE,/api/v1/companies/{id}/contacts/{contactId},5938,—,204,Contact.Update,"204,401,403,404,409,412,428",Idempotent,If-Match company,FR-120,AC-774;AC-775;AC-776;AC-777;AC-778;AC-779,FLOW-027;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_companies_id_restore,POST,/api/v1/companies/{id}/restore,6030,RestoreRequest,Company,Contact.Restore,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match/trashed version,FR-121,AC-780;AC-781;AC-782;AC-783;AC-784;AC-785;AC-786;AC-787,FLOW-028;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_companies_id_unarchive,POST,/api/v1/companies/{id}/unarchive,6144,—,Company,Contact.Update,"200,401,403,404,409,412,428",Idempotent,If-Match required,FR-122,AC-788;AC-789;AC-790;AC-791;AC-792;AC-793,FLOW-026;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_contacts,GET,/api/v1/contacts,6236,"query: filter,sort,page,cursor",Page<Contact>,Contact.Read,"200,400,401,403",Safe,—,FR-123;FR-126,AC-794;AC-795;AC-796;AC-810;AC-811;AC-812,SCR-112;STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_contacts,POST,/api/v1/contacts,6327,ContactCreate,Contact,Contact.Create,"201,400,401,403,409,422",Idempotency-Key,—,FR-124;FR-128;FR-129;FR-130;FR-133;FR-134,AC-797;AC-798;AC-799;AC-800;AC-801;AC-802;AC-803;AC-820;AC-821;AC-822;AC-823;AC-824;AC-825;AC-826;AC-827;AC-828;AC-829;AC-830;AC-831;AC-832;AC-833;AC-834;AC-835;AC-836;AC-837;AC-838;AC-839;AC-840;AC-841;AC-842;AC-843;AC-858;AC-859;AC-860;AC-861;AC-862;AC-863;AC-864;AC-865;AC-866;AC-867;AC-868;AC-869;AC-870;AC-871,FLOW-018;FLOW-026;FLOW-028;SCR-112;SCR-115;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_contacts_id,DELETE,/api/v1/contacts/{id},6421,path:id,DeletionReceipt,Contact.Delete,"202,401,403,404,409,412,428",Idempotent,If-Match required,FR-125;FR-131,AC-804;AC-805;AC-806;AC-807;AC-808;AC-809;AC-844;AC-845;AC-846;AC-847;AC-848;AC-849,FLOW-027;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_contacts_id,GET,/api/v1/contacts/{id},6512,path:id,Contact,Contact.Read,"200,401,403,404",Safe,—,FR-126,AC-810;AC-811;AC-812,SCR-112;STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_contacts_id,PATCH,/api/v1/contacts/{id},6572,ContactPatch,Contact,Contact.Update,"200,400,401,403,404,409,412,422,428",Conditional,If-Match required,FR-127;FR-132,AC-813;AC-814;AC-815;AC-816;AC-817;AC-818;AC-819;AC-850;AC-851;AC-852;AC-853;AC-854;AC-855;AC-856;AC-857,SCR-112;SCR-115;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_contacts_id_addresses,POST,/api/v1/contacts/{id}/addresses,6691,AddressCreate,Address,Contact.Update,"201,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match contact,FR-128,AC-820;AC-821;AC-822;AC-823;AC-824;AC-825;AC-826;AC-827,SCR-115;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_contacts_id_archive,POST,/api/v1/contacts/{id}/archive,6813,ArchiveRequest,Contact,Contact.Update,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match required,FR-129,AC-828;AC-829;AC-830;AC-831;AC-832;AC-833;AC-834;AC-835,FLOW-026;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_contacts_id_channels,POST,/api/v1/contacts/{id}/channels,6927,CommunicationChannelCreate,CommunicationChannel,Contact.Update,"201,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match contact,FR-130,AC-836;AC-837;AC-838;AC-839;AC-840;AC-841;AC-842;AC-843,SCR-115;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_contacts_id_channels_channelId,DELETE,/api/v1/contacts/{id}/channels/{channelId},7049,—,204,Contact.Update,"204,401,403,404,409,412,428",Idempotent,If-Match contact,FR-131,AC-844;AC-845;AC-846;AC-847;AC-848;AC-849,FLOW-027;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_contacts_id_channels_channelId,PATCH,/api/v1/contacts/{id}/channels/{channelId},7140,CommunicationChannelPatch,CommunicationChannel,Contact.Update,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match contact,FR-132,AC-850;AC-851;AC-852;AC-853;AC-854;AC-855;AC-856;AC-857,SCR-115;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_contacts_id_restore,POST,/api/v1/contacts/{id}/restore,7268,RestoreRequest,Contact,Contact.Restore,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match/trashed version,FR-133,AC-858;AC-859;AC-860;AC-861;AC-862;AC-863;AC-864;AC-865,FLOW-028;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_contacts_id_unarchive,POST,/api/v1/contacts/{id}/unarchive,7382,—,Contact,Contact.Update,"200,401,403,404,409,412,428",Idempotent,If-Match required,FR-134,AC-866;AC-867;AC-868;AC-869;AC-870;AC-871,FLOW-026;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_departments,GET,/api/v1/departments,7474,"query: filter,sort,page,cursor",Page<Department>,Department.Read,"200,400,401,403",Safe,—,FR-190;FR-192;FR-194,AC-1153;AC-1154;AC-1155;AC-1163;AC-1164;AC-1165;AC-1171;AC-1172;AC-1173,SCR-176;STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_departments,POST,/api/v1/departments,7565,DepartmentCreate,Department,Department.Manage,"201,400,401,403,409,422",Idempotency-Key,—,FR-191;FR-196;FR-198;FR-199,AC-1156;AC-1157;AC-1158;AC-1159;AC-1160;AC-1161;AC-1162;AC-1180;AC-1181;AC-1182;AC-1183;AC-1184;AC-1185;AC-1186;AC-1194;AC-1195;AC-1196;AC-1197;AC-1198;AC-1199;AC-1200;AC-1201;AC-1202;AC-1203;AC-1204;AC-1205,FLOW-026;FLOW-028;SCR-176;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_departments_tree,GET,/api/v1/departments/tree,7659,query:includeArchived,DepartmentTree,Department.Read,"200,401,403",Safe,—,FR-192,AC-1163;AC-1164;AC-1165,STATE-008;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_departments_id,DELETE,/api/v1/departments/{id},7714,path:id,DeletionReceipt,Department.Manage,"202,401,403,404,409,412,428",Idempotent,If-Match required,FR-193,AC-1166;AC-1167;AC-1168;AC-1169;AC-1170,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_departments_id,GET,/api/v1/departments/{id},7805,path:id,Department,Department.Read,"200,401,403,404",Safe,—,FR-194,AC-1171;AC-1172;AC-1173,SCR-176;STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_departments_id,PATCH,/api/v1/departments/{id},7865,DepartmentPatch,Department,Department.Manage,"200,400,401,403,404,409,412,422,428",Conditional,If-Match required,FR-195,AC-1174;AC-1175;AC-1176;AC-1177;AC-1178;AC-1179,SCR-176;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_departments_id_archive,POST,/api/v1/departments/{id}/archive,7984,ArchiveRequest,Department,Department.Manage,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match required,FR-196,AC-1180;AC-1181;AC-1182;AC-1183;AC-1184;AC-1185;AC-1186,FLOW-026;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PUT_api_v1_departments_id_managers,PUT,/api/v1/departments/{id}/managers,8098,DepartmentManagersReplace,Department,Department.Manage,"200,400,401,403,404,409,412,422,428",Idempotency-Key,If-Match,FR-197,AC-1187;AC-1188;AC-1189;AC-1190;AC-1191;AC-1192;AC-1193,SCR-176;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_departments_id_restore,POST,/api/v1/departments/{id}/restore,8220,RestoreRequest,Department,Department.Manage,"200,401,403,404,409,412,422,428",Idempotency-Key,If-Match/trashed version,FR-198,AC-1194;AC-1195;AC-1196;AC-1197;AC-1198;AC-1199;AC-1200,FLOW-028;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_departments_id_unarchive,POST,/api/v1/departments/{id}/unarchive,8334,—,Department,Department.Manage,"200,401,403,404,409,412,428",Idempotent,If-Match required,FR-199,AC-1201;AC-1202;AC-1203;AC-1204;AC-1205,FLOW-026;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_devices,GET,/api/v1/devices,8426,"query: filter,sort,page,cursor",Page<Device>,Device.ReadOwnOrAll,"200,400,401,403",Safe,—,FR-200;FR-201,AC-1206;AC-1207;AC-1208;AC-1209;AC-1210;AC-1211,SCR-180;STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_devices_id,GET,/api/v1/devices/{id},8518,path:id,Device,Device.ReadOwnOrAll,"200,401,403,404",Safe,—,FR-201,AC-1209;AC-1210;AC-1211,SCR-180;STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
PATCH_api_v1_devices_id,PATCH,/api/v1/devices/{id},8578,DevicePatch,Device,Device.UpdateOwnOrAll,"200,400,401,403,404,409,412,422,428",Conditional,If-Match required,FR-202,AC-1212;AC-1213;AC-1214;AC-1215;AC-1216;AC-1217,SCR-155;SCR-180;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_devices_id_heartbeat,POST,/api/v1/devices/{id}/heartbeat,8697,DeviceHeartbeat,204,Authenticated,"204,400,401,403,404",Idempotent,—,FR-203,AC-1218;AC-1219;AC-1220,STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_devices_id_revoke,POST,/api/v1/devices/{id}/revoke,8765,RevokeDeviceRequest,Device,Device.Revoke,"200,401,403,404,409,412,428",Idempotency-Key,If-Match,FR-204,AC-1221;AC-1222;AC-1223;AC-1224;AC-1225;AC-1226,SCR-180;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_feature_flags,GET,/api/v1/feature-flags,8866,—,FeatureFlags,Authenticated,"200,401",Safe,—,FR-016,AC-145;AC-146,STATE-032;STATE-033;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_file_locations_id_check_result,POST,/api/v1/file-locations/{id}/check-result,8904,FileLocationCheckCreate,204,FileReference.Open,"204,400,401,403,404,422",Idempotency-Key,—,FR-112,AC-726;AC-727;AC-728;AC-729;AC-730;AC-731,SCR-090;STATE-007;STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_inbox_items,GET,/api/v1/inbox-items,8990,"query: filter,sort,page,cursor",Page<InboxItem>,Inbox.ReadOwn,"200,400,401,403",Safe,—,FR-018;FR-021,AC-151;AC-152;AC-153;AC-167;AC-168;AC-169,STATE-008;STATE-009;STATE-021;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
POST_api_v1_inbox_items,POST,/api/v1/inbox-items,9081,InboxItemCreate,InboxItem,Inbox.ManageOwn,"201,400,401,403,409,422",Idempotency-Key,—,FR-019;FR-023;FR-024;FR-025,AC-154;AC-155;AC-156;AC-157;AC-158;AC-159;AC-160;AC-177;AC-178;AC-179;AC-180;AC-181;AC-182;AC-183;AC-184;AC-185;AC-186;AC-187;AC-188;AC-189;AC-190;AC-191;AC-192;AC-193;AC-194;AC-195;AC-196;AC-197;AC-198;AC-199;AC-200,FLOW-028;FLOW-034;STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-021;STATE-024;STATE-025;STATE-026;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
DELETE_api_v1_inbox_items_id,DELETE,/api/v1/inbox-items/{id},9175,path:id,DeletionReceipt,Inbox.ManageOwn,"202,401,403,404,409,412,428",Idempotent,If-Match required,FR-020,AC-161;AC-162;AC-163;AC-164;AC-165;AC-166,STATE-007;STATE-008;STATE-009;STATE-014;STATE-017;STATE-018;STATE-020;STATE-024;STATE-025;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
GET_api_v1_inbox_items_id,GET,/api/v1/inbox-items/{id},9266,path:id,InboxItem,Inbox.ReadOwn,"200,401,403,404",Safe,—,FR-021,AC-167;AC-168;AC-169,STATE-008;STATE-009;STATE-031;STATE-032;STATE-033;STATE-034;STATE-039,True,True,Trace-mapped,Operation-level: OpenAPI + api_catalog.csv + Stage_4_Requirements_Traceability_4.1.2.csv
