AC ID,Related FR,Unified integration scenario,Same behavior / parameterization,Primary owner,Explicit rationale,Result,Evidence
AC-1488,FR-026;FR-027;FR-028,PASS,PASS,DATA-005,PASS,PASS,Primary DATA-005; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1489,FR-026;FR-027;FR-028,PASS,PASS,DATA-005,PASS,PASS,Primary DATA-005; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1490,FR-026;FR-027;FR-028,PASS,PASS,DATA-005,PASS,PASS,Primary DATA-005; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1491,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1492,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1493,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1494,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1495,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1496,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1497,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1498,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1499,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1500,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1501,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1502,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1503,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1504,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1505,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1506,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1507,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1508,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1509,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1510,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1511,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1512,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1513,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1514,FR-041;FR-042;FR-043,PASS,PASS,DATA-006,PASS,PASS,Primary DATA-006; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1515,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1516,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1517,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1518,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1519,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1520,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1521,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1522,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1523,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1524,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1525,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1526,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1527,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1528,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1529,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1530,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1531,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1532,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1533,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1534,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1535,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1536,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1537,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1538,FR-052;FR-053;FR-054,PASS,PASS,DATA-007,PASS,PASS,Primary DATA-007; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1539,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1540,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1541,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1542,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1543,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1544,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1545,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1546,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1547,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1548,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1549,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1550,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1551,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1552,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1553,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1554,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1555,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1556,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1557,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1558,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1559,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1560,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1561,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1562,FR-062;FR-063;FR-064,PASS,PASS,DATA-008,PASS,PASS,Primary DATA-008; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1563,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1564,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1565,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1566,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1567,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1568,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1569,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1570,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1571,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1572,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1573,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1574,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1575,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1576,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1577,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1578,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1579,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1580,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1581,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1582,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1583,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1584,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1585,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1586,FR-071;FR-072;FR-073,PASS,PASS,DATA-009,PASS,PASS,Primary DATA-009; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1587,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1588,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1589,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1590,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1591,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1592,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1593,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1594,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1595,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1596,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1597,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1598,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1599,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1600,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1601,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1602,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1603,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1604,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1605,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1606,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
AC-1607,FR-083;FR-084;FR-085,PASS,PASS,DATA-010,PASS,PASS,Primary DATA-010; . → primary module FR text/contract relation (no unique direct operation schema reference). Integration justification: one BR/DATA contract is parameterized over the finite listed FR instances with the same expected result.
