schema,field_path,type,format,required,nullable,enum,default,minimum,maximum,min_length,max_length,min_items,max_items,unique_items,read_only,write_only,referenced_schema,date_time_semantics,patch_semantics,version_semantics,lifecycle_semantics,capability_semantics,partial_access,redaction,description,validation_rules
Contact,lastName,string|null,,False,True,,,,,,100,,,,False,False,,,,,,,False,,,maxLength=100
Contact,middleName,string|null,,False,True,,,,,,100,,,,False,False,,,,,,,False,,,maxLength=100
Contact,displayName,string,,True,False,,,,,1,300,,,,False,False,,,,,,,False,,,minLength=1; maxLength=300
Contact,notes,string|null,,False,True,,,,,,20000,,,,False,False,,,,,,,False,,,maxLength=20000
Contact,status,string,,True,False,"[""active"", ""inactive""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
ContactAttendee,contactId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ContactAttendee,role,string,,True,False,"[""required"", ""optional"", ""observer""]",,,,,,,,,False,False,,,,,,,False,,,
ContactAttendee,responseStatus,string,,True,False,"[""pending"", ""accepted"", ""declined"", ""tentative""]",,,,,,,,,False,False,,,,,,,False,,,
ContactAttendee,respondedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ContactCompanyRole,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ContactCompanyRole,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
ContactCompanyRole,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
ContactCompanyRole,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ContactCompanyRole,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ContactCompanyRole,contactId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ContactCompanyRole,companyId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ContactCompanyRole,jobTitle,string|null,,False,True,,,,,,200,,,,False,False,,,,,,,False,,,maxLength=200
ContactCompanyRole,departmentName,string|null,,False,True,,,,,,200,,,,False,False,,,,,,,False,,,maxLength=200
ContactCompanyRole,isPrimary,boolean,,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ContactCompanyRole,validFrom,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
ContactCompanyRole,validTo,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
ContactCompanyRoleCreate,contactId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ContactCompanyRoleCreate,companyId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ContactCompanyRoleCreate,jobTitle,string|null,,False,True,,,,,,200,,,,False,False,,,,,,,False,,,maxLength=200
ContactCompanyRoleCreate,departmentName,string|null,,False,True,,,,,,200,,,,False,False,,,,,,,False,,,maxLength=200
ContactCompanyRoleCreate,isPrimary,boolean,,False,False,,,,,,,,,,False,False,,,,,,,False,,,
ContactCompanyRoleCreate,validFrom,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
ContactCompanyRoleCreate,validTo,string|null,date,False,True,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
ContactCreate,firstName,string,,True,False,,,,,1,100,,,,False,False,,,,,,,False,,,minLength=1; maxLength=100
ContactCreate,lastName,string|null,,False,True,,,,,,100,,,,False,False,,,,,,,False,,,maxLength=100
ContactCreate,middleName,string|null,,False,True,,,,,,100,,,,False,False,,,,,,,False,,,maxLength=100
ContactCreate,displayName,string,,True,False,,,,,1,300,,,,False,False,,,,,,,False,,,minLength=1; maxLength=300
ContactCreate,notes,string|null,,False,True,,,,,,20000,,,,False,False,,,,,,,False,,,maxLength=20000
ContactCreate,status,string,,False,False,"[""active"", ""inactive""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
ContactPage,items,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
ContactPage,nextCursor,string|null,,False,True,,,,,,512,,,,False,False,,,,,,,False,,,maxLength=512
ContactPage,total,integer|null,int64,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
ContactPatch,firstName,string,,False,False,,,,,1,100,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=100
ContactPatch,lastName,string|null,,False,True,,,,,,100,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxLength=100
ContactPatch,middleName,string|null,,False,True,,,,,,100,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxLength=100
ContactPatch,displayName,string,,False,False,,,,,1,300,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=300
ContactPatch,notes,string|null,,False,True,,,,,,20000,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxLength=20000
ContactPatch,status,string,,False,False,"[""active"", ""inactive""]",,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,canonical lifecycle/status literal,,False,,,
CurrentSession,sessionId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
CurrentSession,organizationId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
CurrentSession,user,ref,,True,False,,,,,,,,,,False,False,User,,,,,,False,,,
CurrentSession,device,ref,,True,False,,,,,,,,,,False,False,Device,,,,,,False,,,
CurrentSession,permissionCodes,array,,True,False,,,,,,,,200,True,False,False,,,,,,server-derived capability/permission data,False,,,maxItems=200; uniqueItems=true
CurrentSession,capabilities,array,,True,False,,,,,,,,200,True,False,False,,,,,,server-derived capability/permission data,False,,,maxItems=200; uniqueItems=true
CurrentSession,scopeVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,,,,False,,,minimum=1
CurrentSession,accessExpiresAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
DeactivateUserRequest,reason,string,,True,False,,,,,1,2000,,,,False,False,,,,,,,False,,,minLength=1; maxLength=2000
DeactivateUserRequest,expectedVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
DeletionReceipt,objectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
DeletionReceipt,objectType,string,,True,False,,,,,1,40,,,,False,False,,,,,,,False,,,minLength=1; maxLength=40
DeletionReceipt,deletedAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
DeletionReceipt,purgeAfter,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
DeletionReceipt,version,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
Department,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
Department,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
Department,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
Department,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Department,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Department,code,string,,True,False,,,,,1,60,,,,False,False,,,,,,,False,,,minLength=1; maxLength=60
Department,name,string,,True,False,,,,,1,200,,,,False,False,,,,,,,False,,,minLength=1; maxLength=200
Department,description,string|null,,False,True,,,,,,4000,,,,False,False,,,,,,,False,,,maxLength=4000
Department,parentDepartmentId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
Department,sortOrder,integer,int32,True,False,,,,,,,,,,False,False,,,,,,,False,,,
DepartmentCreate,code,string,,True,False,,,,,1,60,,,,False,False,,,,,,,False,,,minLength=1; maxLength=60
DepartmentCreate,name,string,,True,False,,,,,1,200,,,,False,False,,,,,,,False,,,minLength=1; maxLength=200
DepartmentCreate,description,string|null,,False,True,,,,,,4000,,,,False,False,,,,,,,False,,,maxLength=4000
DepartmentCreate,parentDepartmentId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
DepartmentCreate,sortOrder,integer,int32,False,False,,,,,,,,,,False,False,,,,,,,False,,,
DepartmentManagersReplace,managerUserIds,array,,True,False,,,,,,,,100,True,False,False,,,,,,,False,,,maxItems=100; uniqueItems=true
DepartmentPage,items,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
DepartmentPage,nextCursor,string|null,,False,True,,,,,,512,,,,False,False,,,,,,,False,,,maxLength=512
DepartmentPage,total,integer|null,int64,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
DepartmentPatch,code,string,,False,False,,,,,1,60,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=60
DepartmentPatch,name,string,,False,False,,,,,1,200,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=200
DepartmentPatch,description,string|null,,False,True,,,,,,4000,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxLength=4000
DepartmentPatch,parentDepartmentId,string|null,uuid,False,True,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
DepartmentPatch,sortOrder,integer,int32,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
DepartmentTree,departments,array,,True,False,,,,,,,,1000,,False,False,,,,,,,False,,,maxItems=1000
Device,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
Device,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
Device,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
Device,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Device,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Device,deviceKey,string,,True,False,,,,,16,200,,,,False,True,,,,,,,False,,,minLength=16; maxLength=200
Device,deviceName,string,,True,False,,,,,1,200,,,,False,False,,,,,,,False,,,minLength=1; maxLength=200
Device,platform,string,,True,False,"[""windows"", ""linux"", ""macos""]",,,,,,,,,False,False,,,,,,,False,,,
Device,appVersion,string,,True,False,,,,,1,32,,,,False,False,,,,,,,False,,,minLength=1; maxLength=32
Device,status,string,,True,False,"[""active"", ""revoked""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
Device,lastSeenAt,string|null,date-time,False,True,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
DeviceHeartbeat,appVersion,string,,True,False,,,,,1,32,,,,False,False,,,,,,,False,,,minLength=1; maxLength=32
DeviceHeartbeat,osVersion,string,,False,False,,,,,,100,,,,False,False,,,,,,,False,,,maxLength=100
DeviceHeartbeat,observedAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
DevicePage,items,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
DevicePage,nextCursor,string|null,,False,True,,,,,,512,,,,False,False,,,,,,,False,,,maxLength=512
DevicePage,total,integer|null,int64,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
DevicePatch,deviceKey,string,,False,False,,,,,16,200,,,,False,True,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=16; maxLength=200
DevicePatch,deviceName,string,,False,False,,,,,1,200,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=200
DevicePatch,platform,string,,False,False,"[""windows"", ""linux"", ""macos""]",,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
DevicePatch,appVersion,string,,False,False,,,,,1,32,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=32
DevicePatch,status,string,,False,False,"[""active"", ""revoked""]",,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,canonical lifecycle/status literal,,False,,,
DeviceRegistration,deviceKey,string,,True,False,,,,,16,200,,,,False,True,,,,,,,False,,,minLength=16; maxLength=200
DeviceRegistration,deviceName,string,,True,False,,,,,1,200,,,,False,False,,,,,,,False,,,minLength=1; maxLength=200
DeviceRegistration,platform,string,,True,False,"[""windows"", ""linux"", ""macos""]",,,,,,,,,False,False,,,,,,,False,,,
DeviceRegistration,appVersion,string,,True,False,,,,,1,32,,,,False,False,,,,,,,False,,,minLength=1; maxLength=32
DeviceRegistration,osVersion,string|null,,False,True,,,,,,100,,,,False,False,,,,,,,False,,,maxLength=100
DismissReminderRequest,expectedVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
EffectivePermissions,objectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
EffectivePermissions,allowed,array,,True,False,,,,,,,,200,True,False,False,,,,,,,False,,,maxItems=200; uniqueItems=true
EffectivePermissions,denied,array,,True,False,,,,,,,,200,True,False,False,,,,,,,False,,,maxItems=200; uniqueItems=true
EffectivePermissions,scopeVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,,,,False,,,minimum=1
EffectivePermissions,explanationId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
EventAttendee,userAccountId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
EventAttendee,role,string,,True,False,"[""required"", ""optional"", ""observer""]",,,,,,,,,False,False,,,,,,,False,,,
EventAttendee,responseStatus,string,,True,False,"[""pending"", ""accepted"", ""declined"", ""tentative""]",,,,,,,,,False,False,,,,,,,False,,,
EventAttendee,respondedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
ExportJob,jobId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
ExportJob,status,string,,True,False,"[""queued"", ""running"", ""succeeded"", ""failed"", ""expired""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
ExportJob,downloadUrl,string|null,uri,False,True,,,,,,,,,,False,False,,,,,,,False,,,
ExportJob,expiresAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
FeatureFlag,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
FeatureFlag,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
FeatureFlag,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
FeatureFlag,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
FeatureFlag,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
FeatureFlag,key,string,,True,False,,,,,1,100,,,,False,False,,,,,,,False,,,minLength=1; maxLength=100
FeatureFlag,enabled,boolean,,True,False,,,,,,,,,,False,False,,,,,,,False,,,
FeatureFlag,minimumClientVersion,string|null,,False,True,,,,,,32,,,,False,False,,,,,,,False,,,maxLength=32
FeatureFlag,configuration,object,,True,False,,,,,,,,,,False,False,,,,,,,False,,Flag-specific validated configuration.,maxProperties=100
FeatureFlagPatch,key,string,,False,False,,,,,1,100,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=100
FeatureFlagPatch,enabled,boolean,,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
FeatureFlagPatch,minimumClientVersion,string|null,,False,True,,,,,,32,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxLength=32
FeatureFlagPatch,configuration,object,,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,Flag-specific validated configuration.,maxProperties=100
FeatureFlags,items,array,,True,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
FieldError,path,string,,True,False,,,,,1,500,,,,False,False,,,,,,,False,,,minLength=1; maxLength=500
FieldError,code,string,,True,False,,,,,1,100,,,,False,False,,,,,,,False,,,minLength=1; maxLength=100
FieldError,message,string,,True,False,,,,,1,1000,,,,False,False,,,,,,,False,,,minLength=1; maxLength=1000
FileLocation,id,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
FileLocation,organizationId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
FileLocation,version,integer,int64,True,False,,,1,,,,,,,True,False,,,,aggregate version or expected version,,,False,,,minimum=1
FileLocation,createdAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
FileLocation,updatedAt,string,date-time,False,False,,,,,,,,,,True,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
FileLocation,catalogItemId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocation,locationType,string,,True,False,"[""local_path"", ""unc_path"", ""mapped_drive""]",,,,,,,,,False,False,,,,,,,False,,,
FileLocation,displayPath,string,,True,False,,,,,1,4096,,,,True,False,,,,,,,False,,,minLength=1; maxLength=4096
FileLocation,rawPath,string|null,,False,True,,,,,1,4096,,,,True,False,,,,,,,True,null unless the caller is the owning device/user or has FileLocation.ReadSensitivePath,,minLength=1; maxLength=4096
FileLocation,deviceId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
FileLocation,networkResourceId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
FileLocation,ownerUserId,string,uuid,True,False,,,,,,,,,,True,False,,,,,,,False,,,
FileLocation,priority,integer,int32,True,False,,,0,32767,,,,,,False,False,,,,,,,False,,,minimum=0; maximum=32767
FileLocation,isEnabled,boolean,,True,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocation,isPrimary,boolean,,True,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocation,deviceAvailability,array,,False,False,,,,,,,,500,,True,False,,,,,,,False,,,maxItems=500
FileLocation,redactedFields,array,,True,False,,,,,,,,1,True,True,False,,,,,,,False,,,maxItems=1; uniqueItems=true
FileLocationCheckCreate,deviceId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocationCheckCreate,status,string,,True,False,"[""available"", ""not_found"", ""access_denied"", ""resource_unavailable"", ""invalid_path"", ""timeout""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
FileLocationCheckCreate,latencyMs,integer|null,int32,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
FileLocationCheckCreate,osErrorCode,string|null,,False,True,,,,,,80,,,,False,False,,,,,,,False,,,maxLength=80
FileLocationCheckCreate,checkedAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
FileLocationCheckCreate,expectedLocationVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
FileLocationCreate,catalogItemId,string,uuid,False,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocationCreate,locationType,string,,True,False,"[""local_path"", ""unc_path"", ""mapped_drive""]",,,,,,,,,False,False,,,,,,,False,,,
FileLocationCreate,rawPath,string,,True,False,,,,,1,4096,,,,False,True,,,,,,,False,,,minLength=1; maxLength=4096
FileLocationCreate,deviceId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
FileLocationCreate,networkResourceId,string|null,uuid,False,True,,,,,,,,,,False,False,,,,,,,False,,,
FileLocationCreate,priority,integer,int32,False,False,,,0,32767,,,,,,False,False,,,,,,,False,,,minimum=0; maximum=32767
FileLocationCreate,isEnabled,boolean,,False,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocationCreate,isPrimary,boolean,,False,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocationCreate,deviceAvailability,array,,False,False,,,,,,,,500,,False,False,,,,,,,False,,,maxItems=500
FileLocationDeviceState,deviceId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocationDeviceState,userAccountId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
FileLocationDeviceState,status,string,,True,False,"[""unknown"", ""available"", ""not_found"", ""access_denied"", ""resource_unavailable"", ""invalid_path"", ""timeout""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
FileLocationDeviceState,lastCheckedAt,string|null,date-time,False,True,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
FileLocationDeviceState,latencyMs,integer|null,int32,False,True,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
FileLocationDeviceState,version,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
FileLocationPatch,catalogItemId,string,uuid,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
FileLocationPatch,locationType,string,,False,False,"[""local_path"", ""unc_path"", ""mapped_drive""]",,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
FileLocationPatch,rawPath,string,,False,False,,,,,1,4096,,,,False,True,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minLength=1; maxLength=4096
FileLocationPatch,deviceId,string|null,uuid,False,True,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
FileLocationPatch,networkResourceId,string|null,uuid,False,True,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
FileLocationPatch,priority,integer,int32,False,False,,,0,32767,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,minimum=0; maximum=32767
FileLocationPatch,isEnabled,boolean,,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
FileLocationPatch,isPrimary,boolean,,False,False,,,,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,
FileLocationPatch,deviceAvailability,array,,False,False,,,,,,,,500,,False,False,,,omitted=unchanged; explicit null=clear when nullable,,,,False,,,maxItems=500
FileLocationPatch,expectedCatalogItemVersion,integer,int64,False,False,,,1,,,,,,,False,False,,,omitted=unchanged; explicit null=clear when nullable,aggregate version or expected version,,,False,,,minimum=1
GenerateOccurrencesRequest,throughDate,string,date,True,False,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
GenerateOccurrencesRequest,expectedSeriesVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,aggregate version or expected version,,,False,,,minimum=1
GenerationSummary,seriesId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
GenerationSummary,generatedCount,integer,int32,True,False,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
GenerationSummary,skippedCount,integer,int32,True,False,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
GenerationSummary,throughDate,string,date,True,False,,,,,,,,,,False,False,,Calendar date without a time zone,,,,,False,,Calendar date without a time zone.,
GenerationSummary,seriesVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,,,,False,,,minimum=1
Health,status,string,,True,False,"[""healthy"", ""degraded"", ""unhealthy""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
Health,checkedAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
Health,version,string,,True,False,,,,,1,32,,,,False,False,,,,aggregate version or expected version,,,False,,,minLength=1; maxLength=32
HealthDetails,status,string,,True,False,"[""healthy"", ""degraded"", ""unhealthy""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
HealthDetails,checks,array,,True,False,,,,,,,,100,,False,False,,,,,,,False,,,maxItems=100
HealthDetails,checks[].name,string,,True,False,,,,,1,100,,,,False,False,,,,,,,False,,,minLength=1; maxLength=100
HealthDetails,checks[].status,string,,True,False,"[""healthy"", ""degraded"", ""unhealthy""]",,,,,,,,,False,False,,,,,canonical lifecycle/status literal,,False,,,
HealthDetails,checks[].latencyMs,integer,int32,True,False,,,0,,,,,,,False,False,,,,,,,False,,,minimum=0
HealthDetails,checks[].code,string|null,,False,True,,,,,,100,,,,False,False,,,,,,,False,,,maxLength=100
HealthDetails,checkedAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
HistoryEntry,id,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
HistoryEntry,objectId,string,uuid,True,False,,,,,,,,,,False,False,,,,,,,False,,,
HistoryEntry,objectVersion,integer,int64,True,False,,,1,,,,,,,False,False,,,,,,,False,,,minimum=1
HistoryEntry,changedAt,string,date-time,True,False,,,,,,,,,,False,False,,RFC 3339 instant; UTC on the wire; preserve the instant when rendering in a user time zone,,,,,False,,RFC 3339 instant. Serialize in UTC with an explicit Z offset; render in the applicable user or object time zone.,
